類別,建築物名稱,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,碧湖畔,WTA02689,港富里,臺北市內湖區內湖路二段103巷16號,"25.080468,121.582119",B01,1856,內湖分局,
一般住宅,私人住宅大樓,WTA02666,港富里,臺北市內湖區內湖路二段103巷8號,"25.080145,121.582393",B01,148,內湖分局,
一般住宅,慈父園,WTA02717,港富里,臺北市內湖區內湖路二段103巷弄28號,"25.078878,121.579638",B01,402,內湖分局,
一般住宅,私人住宅大樓,WTA01478,港富里,臺北市內湖區港墘路15號,"25.082953,121.578356",B01,1627,內湖分局,
一般住宅,公寓,WTA01641,港富里,臺北市內湖區環山路三段16巷1弄1號,"25.084983,121.579318",B01,333,內湖分局,
一般住宅,公寓,WTA01642,港富里,臺北市內湖區環山路三段16巷3弄1號,"25.085256,121.579206",B01,166,內湖分局,
一般住宅,公寓,WTA01643,港富里,臺北市內湖區環山路三段16巷5弄1號,"25.085533,121.579093",B01,92,內湖分局,
一般住宅,公寓,WTA01908,港富里,臺北市內湖區港墘路11號,"25.083345,121.578457",B02,1506,內湖分局,
一般住宅,私人住宅大樓,WTA02059,港富里,臺北市內湖區環山路三段16-1號,"25.084748,121.579404",B01,379,內湖分局,
一般住宅,私人住宅大樓,WTA02560,港富里,臺北市內湖區環山路三段23號,"25.084363,121.579177",B02,678,內湖分局,
一般住宅,私人住宅大樓,WTA02736,港富里,臺北市內湖區內湖路二段103巷42之1號,"25.081754,121.580698",B01,355,內湖分局,
一般住宅,長耀建築,WTA02529,港華里,臺北市內湖區港華街97號,"25.083506,121.573857",B01,428,內湖分局,
一般住宅,麗心,WTA02318,港華里,臺北市內湖區環山路二段53巷5弄11號,"25.084697,121.572951",B01,61,內湖分局,
一般住宅,公寓,WTA01672,港華里,臺北市內湖區港華街109巷4弄2號,"25.08404,121.573074",B01,33,內湖分局,
一般住宅,公寓,WTA01670,港華里,臺北市內湖區環山路二段53巷5弄13號,"25.084799,121.572747",B01,290,內湖分局,
一般住宅,公寓,WTA01669,港華里,臺北市內湖區環山路二段53巷5弄1號,"25.084574,121.573318",B01,512,內湖分局,
一般住宅,公寓,WTA01651,港華里,臺北市內湖區環山路二段53巷5弄21號,"25.084626,121.573156",B01,251,內湖分局,
一般住宅,公寓,WTA00243,港華里,臺北市內湖區內湖路一段411巷89弄2號,"25.084392,121.572415",B01,512,內湖分局,
一般住宅,公寓,WTA00229,港華里,臺北市內湖區內湖路一段411巷81號,"25.084081,121.57209",B01,416,內湖分局,
一般住宅,公寓,WTA01616,港華里,臺北市內湖區環山路二段109巷6弄17號,"25.083583,121.57667",B01,1810,內湖分局,
一般住宅,公寓,WTA01617,港華里,臺北市內湖區環山路二段109巷6弄13號,"25.083638,121.576494",B01,1911,內湖分局,
一般住宅,公寓,WTA01619,港華里,臺北市內湖區環山路二段109巷3弄12號,"25.083912,121.575526",B01,76,內湖分局,
一般住宅,公寓,WTA01623,港華里,臺北市內湖區港華街85巷29號,"25.08386,121.574944",B01,1642,內湖分局,
一般住宅,公寓,WTA01624,港華里,臺北市內湖區港華街107巷18號,"25.083921,121.574085",B01,80,內湖分局,
一般住宅,公寓,WTA01647,港華里,臺北市內湖區港華街85巷7號,"25.083514,121.574515",B01,276,內湖分局,
一般住宅,公寓,WTA01648,港華里,臺北市內湖區港華街51巷8弄7號,"25.083586,121.575351",B01,318,內湖分局,
一般住宅,公寓,WTA01649,港華里,臺北市內湖區港華街85巷9號,"25.083583,121.574533",B01,436,內湖分局,
一般住宅,公寓,WTA01656,港華里,臺北市內湖區港華街107巷12號,"25.083722,121.573988",B01,94,內湖分局,
一般住宅,公寓,WTA01659,港華里,臺北市內湖區港華街81號,"25.083283,121.574625",B01,2495,內湖分局,
一般住宅,私人住宅大樓,WTA01901,港華里,臺北市內湖區港華街77巷24號,"25.083189,121.574797",B02,190,內湖分局,
一般住宅,私人住宅大樓,WTA02337,港華里,臺北市內湖區港華街51巷8弄16號,"25.083523,121.57505",B01,324,內湖分局,
一般住宅,寶之華,WTA02484,港華里,臺北市內湖區港華街107巷21號,"25.084136,121.573986",B03,518,內湖分局,
一般住宅,長耀建築,WTA02485,港華里,臺北市內湖區港華街101號,"25.083576,121.573597",B01,787,內湖分局,
一般住宅,私人住宅大樓,WTA02547,港華里,臺北市內湖區港華街51巷6號,"25.083324,121.57556",B01,50,內湖分局,
一般住宅,公寓,WTA00288,港華里,臺北市內湖區港華街31號,"25.082675,121.576533",B01,661,內湖分局,
一般住宅,公寓,WTA00289,港華里,臺北市內湖區港華街43號,"25.082864,121.575911",B01,676,內湖分局,
一般住宅,公寓,WTA01621,港華里,臺北市內湖區環山路二段109巷6弄20號,"25.083784,121.576567",B01,826,內湖分局,
一般住宅,公寓,WTA01622,港華里,臺北市內湖區環山路二段109巷3弄1號,"25.083997,121.575767",B01,532,內湖分局,
一般住宅,國美詠山,WTA02573,港華里,臺北市內湖區港墘路2號,"25.083531,121.57796",B04,145,內湖分局,
一般住宅,公寓,WTA00287,港華里,臺北市內湖區港華街21號,"25.082556,121.576932",B01,495,內湖分局,
一般住宅,公寓,WTA01477,港華里,臺北市內湖區港墘路14號,"25.083168,121.578052",B01,235,內湖分局,
一般住宅,台北藍帶,WTA01487,港華里,臺北市內湖區港墘路26巷3號,"25.082927,121.577676",B01,2337,內湖分局,
一般住宅,麗山麗舍,WTA01888,港華里,臺北市內湖區港華街25號,"25.082622,121.576778",B01,502,內湖分局,
一般住宅,公寓,WTA01645,港華里,臺北市內湖區環山路二段101號,"25.084517,121.57553",B01,601,內湖分局,
一般住宅,麗山名園,WTA01646,港華里,臺北市內湖區環山路二段141號,"25.083715,121.577207",B01,309,內湖分局,
一般住宅,公寓,WTA01655,港華里,臺北市內湖區港華街107巷11號,"25.084205,121.573781",B01,127,內湖分局,
一般住宅,公寓,WTA01657,港華里,臺北市內湖區港華街107巷5號,"25.083924,121.573646",B01,91,內湖分局,
一般住宅,公寓,WTA01666,港華里,臺北市內湖區港華街109巷1號,"25.083818,121.573176",B01,104,內湖分局,
一般住宅,公寓,WTA01667,港華里,臺北市內湖區港華街109巷6號,"25.084287,121.573249",B01,157,內湖分局,
一般住宅,公寓,WTA01668,港華里,臺北市內湖區港華街109巷9號,"25.084174,121.573358",B01,192,內湖分局,
一般住宅,公寓,WTA01671,港華里,臺北市內湖區環山路二段53巷5弄6號,"25.084364,121.573074",B01,131,內湖分局,
一般住宅,公寓,WTA01733,港華里,臺北市內湖區環山路二段133號,"25.084016,121.576742",B01,588,內湖分局,
一般住宅,親易居,WTA02233,港華里,臺北市內湖區環山路二段53巷6弄13號,"25.084329,121.574001",B01,132,內湖分局,
一般住宅,私人住宅大樓,WTA02338,港華里,臺北市內湖區港華街111號,"25.083779,121.572959",B01,965,內湖分局,
一般住宅,公寓,WTA02373,港華里,臺北市內湖區環山路二段139號,"25.083812,121.57713",B01,90,內湖分局,
一般住宅,公寓,WTA00225,港華里,臺北市內湖區環山路二段8號,"25.086473,121.571034",B01,345,內湖分局,
一般住宅,公寓,WTA00233,港華里,臺北市內湖區環山路二段26巷1號,"25.086105,121.572762",B01,425,內湖分局,
一般住宅,公寓,WTA00234,港華里,臺北市內湖區環山路二段26巷2號,"25.086155,121.572526",B01,248,內湖分局,
一般住宅,公寓,WTA00235,港華里,臺北市內湖區環山路二段41-43號,"25.085401,121.573263",B01,384,內湖分局,
一般住宅,公寓,WTA01652,港華里,臺北市內湖區環山路二段37-43號,"25.085446,121.573143",B01,154,內湖分局,
一般住宅,公寓,WTA02213,港華里,臺北市內湖區環山路二段29巷1號,"25.085864,121.572761",B01,92,內湖分局,
一般住宅,私人住宅大樓,WTA02214,港華里,臺北市內湖區環山路二段77巷6號,"25.084776,121.574557",B01,432,內湖分局,
一般住宅,私人住宅大樓,WTA01913,港墘里,臺北市內湖區瑞湖街101號,"25.073131,121.57616",B02,1152,內湖分局,
一般住宅,私人住宅大樓,WTA00269,港墘里,臺北市內湖區港墘路155巷7弄2號,"25.076809,121.575899",B01,876,內湖分局,
一般住宅,私人住宅大樓,WTA01003,港墘里,臺北市內湖區江南街120號,"25.076374,121.575807",B01,226,內湖分局,
一般住宅,公寓,WTA01011,港墘里,臺北市內湖區江南街118巷2號,"25.076501,121.575633",B01,106,內湖分局,
一般住宅,愛迪生科技中心,WTA01711,港墘里,臺北市內湖區內湖路一段360巷15號,"25.080924,121.570742",B02,1665,內湖分局,
一般住宅,私人住宅大樓,WTA01748,港墘里,臺北市內湖區瑞光路405號,"25.078126,121.571726",B01,51,內湖分局,
一般住宅,私人住宅大樓,WTA01761,港墘里,臺北市內湖區瑞光路431號,"25.078243,121.571226",B02,2641,內湖分局,
一般住宅,私人住宅大樓,WTA01755,港墘里,臺北市內湖區內湖路一段390號,"25.08198,121.570215",B01,56,內湖分局,
一般住宅,私人住宅大樓,WTA01762,港墘里,臺北市內湖區瑞光路188巷51號,"25.073826,121.576176",B01,1002,內湖分局,
一般住宅,私人住宅大樓,WTA01766,港墘里,臺北市內湖區瑞光路258巷50號,"25.074653,121.574905",B02,977,內湖分局,
一般住宅,貝塔科技中心,WTA01774,港墘里,臺北市內湖區瑞光路513巷31號,"25.079805,121.570162",B02,3621,內湖分局,
一般住宅,私人住宅大樓,WTA01767,港墘里,臺北市內湖區瑞光路190號,"25.074497,121.577439",B01,138,內湖分局,
一般住宅,私人住宅大樓,WTA01781,港墘里,臺北市內湖區堤頂大道二段15號,"25.075592,121.571957",B03,986,內湖分局,
一般住宅,私人住宅大樓,WTA01782,港墘里,臺北市內湖區內湖路一段360巷17號,"25.080857,121.57071",B02,1318,內湖分局,
一般住宅,私人住宅大樓,WTA01790,港墘里,臺北市內湖區瑞光路258巷54號,"25.07441,121.574619",B02,1025,內湖分局,
一般住宅,私人住宅大樓,WTA01801,港墘里,臺北市內湖區瑞光路186號,"25.07419,121.578098",B03,2786,內湖分局,
一般住宅,私人住宅大樓,WTA01805,港墘里,臺北市內湖區洲子街68號,"25.079495,121.572094",B02,1450,內湖分局,
一般住宅,私人住宅大樓,WTA01807,港墘里,臺北市內湖區洲子街52號,"25.079104,121.573137",B02,1170,內湖分局,
一般住宅,私人住宅大樓,WTA01819,港墘里,臺北市內湖區瑞光路316巷60號,"25.075689,121.57312",B01,1154,內湖分局,
一般住宅,私人住宅大樓,WTA01821,港墘里,臺北市內湖區內湖路一段392號,"25.080646,121.572899",B01,1154,內湖分局,
一般住宅,私人住宅大樓,WTA01828,港墘里,臺北市內湖區洲子街61號,"25.07947,121.572941",B01,1132,內湖分局,
一般住宅,雲達,WTA01829,港墘里,臺北市內湖區瑞光路258巷53號,"25.074649,121.57453",B01,723,內湖分局,
一般住宅,私人住宅大樓,WTA01851,港墘里,臺北市內湖區內湖路一段388號,"25.080801,121.572451",B02,1274,內湖分局,
一般住宅,私人住宅大樓,WTA01868,港墘里,臺北市內湖區瑞光路446號,"25.078883,121.570956",B03,3390,內湖分局,
一般住宅,金融皇家,WTA01874,港墘里,臺北市內湖區瑞光路295號,"25.075728,121.576256",B01,897,內湖分局,
一般住宅,私人住宅大樓,WTA01875,港墘里,臺北市內湖區瑞光路200號,"25.07362,121.579503",B01,1502,內湖分局,
一般住宅,私人住宅大樓,WTA01883,港墘里,臺北市內湖區瑞光路356號,"25.077081,121.57311",B01,48,內湖分局,
一般住宅,波昂科技中心,WTA01885,港墘里,臺北市內湖區瑞湖街103號,"25.072664,121.576245",B03,823,內湖分局,
一般住宅,私人住宅大樓,WTA01897,港墘里,臺北市內湖區瑞光路358巷32號,"25.076642,121.572109",B03,1336,內湖分局,
一般住宅,私人住宅大樓,WTA01899,港墘里,臺北市內湖區港墘路183號,"25.07599,121.574958",B03,2626,內湖分局,
一般住宅,比爾蓋茲大樓,WTA01915,港墘里,臺北市內湖區瑞光路188巷46號,"25.07373,121.57679",B01,1304,內湖分局,
一般住宅,私人住宅大樓,WTA01921,港墘里,臺北市內湖區港墘路220號,"25.075534,121.574061",B03,1536,內湖分局,
一般住宅,私人住宅大樓,WTA01922,港墘里,臺北市內湖區瑞光路298號,"25.076388,121.574611",B01,1174,內湖分局,
一般住宅,私人住宅大樓,WTA01936,港墘里,臺北市內湖區瑞光路192號,"25.074729,121.577143",B03,2054,內湖分局,
一般住宅,私人住宅大樓,WTA01937,港墘里,臺北市內湖區瑞湖街62號,"25.073786,121.575717",B03,1793,內湖分局,
一般住宅,神通集團,WTA01945,港墘里,臺北市內湖區堤頂大道二段187號,"25.077559,121.569109",B04,1963,內湖分局,
一般住宅,私人住宅大樓,WTA01952,港墘里,臺北市內湖區陽光街242號,"25.073512,121.578158",B01,1163,內湖分局,
一般住宅,私人住宅大樓,WTA01957,港墘里,臺北市內湖區瑞光路188巷35號,"25.07413,121.576839",B01,1654,內湖分局,
一般住宅,私人住宅大樓,WTA01958,港墘里,臺北市內湖區瑞光路206號,"25.075109,121.576408",B01,2088,內湖分局,
一般住宅,私人住宅大樓,WTA01964,港墘里,臺北市內湖區瑞光路216號,"25.075358,121.576162",B01,1841,內湖分局,
一般住宅,新世紀,WTA01965,港墘里,臺北市內湖區瑞光路358巷30弄8號,"25.076218,121.572677",B02,402,內湖分局,
一般住宅,私人住宅大樓,WTA01969,港墘里,臺北市內湖區瑞光路358巷38弄1號,"25.076187,121.572052",B02,265,內湖分局,
一般住宅,私人住宅大樓,WTA01986,港墘里,臺北市內湖區瑞光路360號,"25.077245,121.572397",B03,1961,內湖分局,
一般住宅,私人住宅大樓,WTA01987,港墘里,臺北市內湖區瑞光路362號,"25.077282,121.572346",B03,2339,內湖分局,
一般住宅,私人住宅大樓,WTA01988,港墘里,臺北市內湖區內湖路一段512號,"25.08038,121.573851",B03,1966,內湖分局,
一般住宅,私人住宅大樓,WTA01991,港墘里,臺北市內湖區港墘路221巷39號,"25.073516,121.574916",B03,1303,內湖分局,
一般住宅,私人住宅大樓,WTA02002,港墘里,臺北市內湖區瑞光路318號,"25.076727,121.573655",B03,795,內湖分局,
一般住宅,私人住宅大樓,WTA02004,港墘里,臺北市內湖區港墘路221巷35號,"25.073796,121.574719",B03,1243,內湖分局,
一般住宅,私人住宅大樓,WTA02024,港墘里,臺北市內湖區舊宗路二段207號,"25.072754,121.573986",B03,1949,內湖分局,
一般住宅,私人住宅大樓,WTA02033,港墘里,臺北市內湖區陽光街296號,"25.072859,121.574574",B03,3784,內湖分局,
一般住宅,私人住宅大樓,WTA02039,港墘里,臺北市內湖區陽光街240號,"25.073619,121.578463",B02,893,內湖分局,
一般住宅,私人住宅大樓,WTA02040,港墘里,臺北市內湖區港墘路221巷33號,"25.073864,121.574672",B01,1325,內湖分局,
一般住宅,私人住宅大樓,WTA02056,港墘里,臺北市內湖區堤頂大道二段179號,"25.077318,121.570117",B05,1324,內湖分局,
一般住宅,私人住宅大樓,WTA02057,港墘里,臺北市內湖區堤頂大道二段183號,"25.077493,121.569672",B05,1459,內湖分局,
一般住宅,私人住宅大樓,WTA02060,港墘里,臺北市內湖區瑞光路302號,"25.076495,121.574279",B01,2929,內湖分局,
一般住宅,私人住宅大樓,WTA02070,港墘里,臺北市內湖區陽光街254號,"25.073405,121.577237",B03,1294,內湖分局,
一般住宅,私人住宅大樓,WTA02078,港墘里,臺北市內湖區洲子街60號,"25.079267,121.572644",B04,1693,內湖分局,
一般住宅,私人住宅大樓,WTA02080,港墘里,臺北市內湖區瑞光路258巷2號,"25.075101,121.575456",B03,1806,內湖分局,
一般住宅,光寶科技大樓,WTA02083,港墘里,臺北市內湖區瑞光路392號,"25.077801,121.571259",B01,4350,內湖分局,
一般住宅,私人住宅大樓,WTA02087,港墘里,臺北市內湖區瑞光路407號,"25.078251,121.571347",B03,3300,內湖分局,
一般住宅,亞矽科技大樓,WTA02093,港墘里,臺北市內湖區洲子街58號,"25.079196,121.572828",B01,944,內湖分局,
一般住宅,私人住宅大樓,WTA02114,港墘里,臺北市內湖區瑞光路399號,"25.077659,121.572638",B01,6450,內湖分局,
一般住宅,禧科技大樓,WTA02115,港墘里,臺北市內湖區洲子街71號,"25.079761,121.572004",B03,2868,內湖分局,
一般住宅,私人住宅大樓,WTA02146,港墘里,臺北市內湖區瑞光路358巷30弄1號,"25.076688,121.572436",B04,1681,內湖分局,
一般住宅,私人住宅大樓,WTA02154,港墘里,臺北市內湖區洲子街75號,"25.080092,121.57165",B04,2310,內湖分局,
一般住宅,加美科技大樓,WTA02176,港墘里,臺北市內湖區瑞光路188巷43號,"25.073989,121.576435",B03,721,內湖分局,
一般住宅,奧地利技大樓,WTA02188,港墘里,臺北市內湖區洲子街82號,"25.079781,121.571399",B04,1941,內湖分局,
一般住宅,私人住宅大樓,WTA02200,港墘里,臺北市內湖區瑞光路280號,"25.07592,121.575387",B03,656,內湖分局,
一般住宅,私人住宅大樓,WTA02208,港墘里,臺北市內湖區瑞湖街36號,"25.074477,121.575697",B01,770,內湖分局,
一般住宅,私人住宅大樓,WTA02215,港墘里,臺北市內湖區瑞光路406號,"25.078081,121.570579",B04,2637,內湖分局,
一般住宅,長虹,WTA02227,港墘里,臺北市內湖區瑞光路316巷56號,"25.075859,121.57321",B01,1786,內湖分局,
一般住宅,私人住宅大樓,WTA02234,港墘里,臺北市內湖區堤頂大道二段99號,"25.07663,121.57126",B01,1482,內湖分局,
一般住宅,私人住宅大樓,WTA02256,港墘里,臺北市內湖區瑞湖街15號,"25.074798,121.576522",B03,1388,內湖分局,
一般住宅,私人住宅大樓,WTA02277,港墘里,臺北市內湖區港墘路221巷15號,"25.074614,121.574076",B03,490,內湖分局,
一般住宅,見龍和橋,WTA02302,港墘里,臺北市內湖區瑞湖街58號,"25.074228,121.575481",B03,1781,內湖分局,
一般住宅,私人住宅大樓,WTA02316,港墘里,臺北市內湖區堤頂大道二段89號,"25.07602,121.571697",B01,1400,內湖分局,
一般住宅,私人住宅大樓,WTA02347,港墘里,臺北市內湖區瑞光路358巷38弄3號,"25.076107,121.572131",B01,365,內湖分局,
一般住宅,私人住宅大樓,WTA02367,港墘里,臺北市內湖區陽光街288號,"25.072862,121.57565",B04,2180,內湖分局,
一般住宅,私人住宅大樓,WTA02410,港墘里,臺北市內湖區瑞光路258巷31號,"25.075178,121.575057",B01,1138,內湖分局,
一般住宅,私人住宅大樓,WTA02434,港墘里,臺北市內湖區洲子街78號,"25.079542,121.571815",B04,681,內湖分局,
一般住宅,私人住宅大樓,WTA02449,港墘里,臺北市內湖區港墘路208號,"25.07546,121.573881",B01,282,內湖分局,
一般住宅,私人住宅大樓,WTA02528,港墘里,臺北市內湖區瑞光路316巷50號,"25.076038,121.573372",B01,318,內湖分局,
一般住宅,私人住宅大樓,WTA02548,港墘里,臺北市內湖區洲子街90號,"25.079767,121.571198",B02,1868,內湖分局,
一般住宅,新光產物保險大樓,WTA02577,港墘里,臺北市內湖區瑞光路258巷51號,"25.074783,121.574655",B04,506,內湖分局,
一般住宅,私人住宅大樓,WTA02639,港墘里,臺北市內湖區瑞光路358巷30弄15號,"25.076222,121.573113",B01,235,內湖分局,
一般住宅,私人住宅大樓,WTA02650,港墘里,臺北市內湖區瑞光路190號,"25.074497,121.577439",B01,1177,內湖分局,
一般住宅,私人住宅大樓,WTA02654,港墘里,臺北市內湖區瑞光路266號,"25.075706,121.575613",B01,904,內湖分局,
一般住宅,私人住宅大樓,WTA02672,港墘里,臺北市內湖區洲子街55號,"25.07938,121.5735",B06,1380,內湖分局,
一般住宅,宏匯大樓,WTA02729,港墘里,臺北市內湖區瑞光路333號,"25.077024,121.57443",B03,5094,內湖分局,
一般住宅,私人住宅大樓,WTA00127,港墘里,臺北市內湖區內湖路一段602號,"25.078711,121.57822",B01,292,內湖分局,
一般住宅,公寓,WTA01004,港墘里,臺北市內湖區江南街2號,"25.078278,121.578401",B01,227,內湖分局,
一般住宅,公寓,WTA01008,港墘里,臺北市內湖區江南街6號,"25.078205,121.5783",B01,113,內湖分局,
一般住宅,公寓,WTA01012,港墘里,臺北市內湖區江南街12巷1號,"25.078056,121.577834",B01,594,內湖分局,
一般住宅,私人住宅大樓,WTA01485,港墘里,臺北市內湖區港墘路127巷16弄1號,"25.07775,121.577271",B01,2376,內湖分局,
一般住宅,私人住宅大樓,WTA01486,港墘里,臺北市內湖區港墘路127巷6弄2號,"25.078109,121.57657",B01,1802,內湖分局,
一般住宅,私人住宅大樓,WTA01732,港墘里,臺北市內湖區江南街12巷9號,"25.078253,121.577265",B03,2346,內湖分局,
一般住宅,公寓,WTA02193,港墘里,臺北市內湖區內湖路一段608號,"25.078544,121.578434",B01,529,內湖分局,
一般住宅,私人住宅大樓,WTA02664,港墘里,臺北市內湖區港墘路127巷2號,"25.078022,121.576472",B01,244,內湖分局,
一般住宅,公寓,WTA01019,港墘里,臺北市內湖區江南街71巷18號,"25.076771,121.577894",B01,154,內湖分局,
一般住宅,公寓,WTA01026,港墘里,臺北市內湖區江南街71巷16弄14號,"25.075983,121.57769",B01,447,內湖分局,
一般住宅,公寓,WTA01027,港墘里,臺北市內湖區江南街71巷16弄2號,"25.07616,121.578012",B01,335,內湖分局,
一般住宅,公寓,WTA01028,港墘里,臺北市內湖區江南街71巷16弄21號,"25.07616,121.577556",B01,165,內湖分局,
一般住宅,公寓,WTA01029,港墘里,臺北市內湖區江南街71巷16弄37號,"25.075844,121.577093",B01,278,內湖分局,
一般住宅,公寓,WTA01030,港墘里,臺北市內湖區江南街71巷16弄30號,"25.0756,121.577419",B01,504,內湖分局,
一般住宅,公寓,WTA01031,港墘里,臺北市內湖區江南街71巷16弄41號,"25.075619,121.57706",B01,198,內湖分局,
一般住宅,公寓,WTA01032,港墘里,臺北市內湖區江南街71巷16弄46號,"25.07573,121.577877",B01,332,內湖分局,
一般住宅,公寓,WTA01034,港墘里,臺北市內湖區江南街71巷16弄9號,"25.076308,121.577911",B01,400,內湖分局,
一般住宅,私人住宅大樓,WTA02136,港墘里,臺北市內湖區江南街117巷8弄5號,"25.076059,121.576727",B01,534,內湖分局,
一般住宅,公寓,WTA00385,港墘里,臺北市內湖區文德路18號,"25.078354,121.579395",B01,121,內湖分局,
一般住宅,公寓,WTA01005,港墘里,臺北市內湖區江南街23號,"25.078061,121.578494",B01,124,內湖分局,
一般住宅,公寓,WTA01006,港墘里,臺北市內湖區江南街35號,"25.077904,121.578188",B01,56,內湖分局,
一般住宅,私人住宅大樓,WTA01007,港墘里,臺北市內湖區江南街43號,"25.077857,121.578138",B01,1231,內湖分局,
一般住宅,公寓,WTA01009,港墘里,臺北市內湖區江南街67號,"25.077318,121.57755",B01,362,內湖分局,
一般住宅,公寓,WTA01016,港墘里,臺北市內湖區江南街21巷1號,"25.077992,121.57908",B01,114,內湖分局,
一般住宅,私人住宅大樓,WTA01017,港墘里,臺北市內湖區江南街41巷8號,"25.077705,121.578543",B02,420,內湖分局,
一般住宅,公寓,WTA01020,港墘里,臺北市內湖區江南街71巷2號,"25.077038,121.577478",B01,1364,內湖分局,
一般住宅,公寓,WTA01707,港墘里,臺北市內湖區江南街41巷16號,"25.077503,121.578686",B01,102,內湖分局,
一般住宅,凱旋酒店,WTA02653,港墘里,臺北市內湖區江南街55號,"25.077572,121.577939",B01,985,內湖分局,
一般住宅,私人住宅大樓,WTA02663,港墘里,臺北市內湖區江南街65巷25號,"25.077135,121.578057",B01,174,內湖分局,
一般住宅,公寓,WTA01001,港墘里,臺北市內湖區江南街106號,"25.076885,121.576579",B01,418,內湖分局,
一般住宅,天湖社區,WTA01040,港墘里,臺北市內湖區江南街96巷1號,"25.077145,121.576955",B03,1675,內湖分局,
一般住宅,天湖社區,WTA01041,港墘里,臺北市內湖區江南街96巷12號,"25.077269,121.576256",B02,1472,內湖分局,
一般住宅,天湖社區,WTA01042,港墘里,臺北市內湖區江南街96巷4號,"25.077067,121.576689",B01,345,內湖分局,
一般住宅,公寓,WTA01479,港墘里,臺北市內湖區港墘路171號,"25.076575,121.575238",B01,215,內湖分局,
一般住宅,公寓,WTA01002,港墘里,臺北市內湖區江南街113號,"25.076414,121.576171",B01,145,內湖分局,
一般住宅,公寓,WTA01010,港墘里,臺北市內湖區江南街段117巷8弄2號,"25.076022,121.576314",B01,148,內湖分局,
一般住宅,公寓,WTA01013,港墘里,臺北市內湖區江南街段127巷2號,"25.076512,121.576773",B01,298,內湖分局,
一般住宅,公寓,WTA01014,港墘里,臺北市內湖區江南街段127巷20號,"25.076457,121.57758",B01,370,內湖分局,
一般住宅,公寓,WTA01015,港墘里,臺北市內湖區江南街段127巷28號,"25.076017,121.578428",B01,268,內湖分局,
一般住宅,私人住宅大樓,WTA02111,港墘里,臺北市內湖區江南街117巷8弄19號,"25.076242,121.577028",B01,211,內湖分局,
一般住宅,皇翔維也納,WTA02140,港墘里,臺北市內湖區江南街111號,"25.076468,121.576268",B02,1437,內湖分局,
一般住宅,台達電子,WTA02761,港墘里,臺北市內湖區瑞光路180號,"25.074225,121.578239",B03,872,內湖分局,
一般住宅,私人住宅大樓,WTA02768,港墘里,臺北市內湖區瑞光路390號,"25.077550,121.571539",B01,1154,內湖分局,
一般住宅,大都會客運總站,WTA01814,湖元里,臺北市內湖區民權東路六段11巷6號,"25.067416,121.575406",B01,1913,內湖分局,
一般住宅,特力屋大樓,WTA01893,湖元里,臺北市內湖區新湖三路23號,"25.062187,121.574203",B01B02,4949,內湖分局,
一般住宅,國家企業園區大樓,WTA01905,湖元里,臺北市內湖區行善路114號,"25.057697,121.577273",B01,2650,內湖分局,
一般住宅,興洋科技總部大樓,WTA01948,湖元里,臺北市內湖區民權東路六段13之18號,"25.066984,121.578616",B01,936,內湖分局,
一般住宅,生和興業有限公司大樓,WTA01951,湖元里,臺北市內湖區新湖一路358巷27弄22號,"25.063048,121.582443",B01,363,內湖分局,
一般住宅,友訊科技股份有限公司大樓,WTA01954,湖元里,臺北市內湖區新湖三路271號,"25.066013,121.582562",B02,2431,內湖分局,
一般住宅,研華股份有限公司大樓,WTA01961,湖元里,臺北市內湖區瑞光路26巷20弄1號,"25.069343,121.582564",B03,1314,內湖分局,
一般住宅,新融大樓,WTA01963,湖元里,臺北市內湖區行忠路66巷19號,"25.065774,121.580693",B02,438,內湖分局,
一般住宅,神行欣業有限公司大樓,WTA01968,湖元里,臺北市內湖區舊宗路二段121巷28號,"25.06893,121.57581",B02,1540,內湖分局,
一般住宅,美福大樓,WTA01970,湖元里,臺北市內湖區民善街76號,"25.05937,121.575631",B01,48,內湖分局,
一般住宅,私人住宅大樓,WTA01971,湖元里,臺北市內湖區民權東路六段15巷30號,"25.068349,121.57796",B01,220,內湖分局,
一般住宅,私人住宅大樓,WTA01972,湖元里,臺北市內湖區行忠路27號,"25.065366,121.576177",B01,306,內湖分局,
一般住宅,台灣世曦股份有限公司大樓,WTA01975,湖元里,臺北市內湖區陽光街323號,"25.073298,121.578352",B01,1166,內湖分局,
一般住宅,南京資訊股份有限公司大樓,WTA01979,湖元里,臺北市內湖區陽光街365巷24號,"25.072248,121.577029",B01,656,內湖分局,
一般住宅,中華賓士大樓,WTA01984,湖元里,臺北市內湖區新湖三路93號,"25.063148,121.575176",B01,2075,內湖分局,
一般住宅,亞尼克大樓,WTA01996,湖元里,臺北市內湖區瑞湖街178巷15號,"25.070792,121.575794",B01,340,內湖分局,
一般住宅,華鵬廣告設計有限公司大樓,WTA01997,湖元里,臺北市內湖區瑞光路30號,"25.070131,121.582747",B03,848,內湖分局,
一般住宅,建信啟記股份有限公司大樓,WTA01998,湖元里,臺北市內湖區新湖二路52號,"25.061164,121.576141",B01,1013,內湖分局,
一般住宅,登峰科技大樓,WTA01999,湖元里,臺北市內湖區行善路50號,"25.05677,121.575682",B01,1152,內湖分局,
