類別,建築物名稱,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,公寓,WNA04756,永康里,臺北市大安區金華街221號,"25.029861,121.529185",B02,188,大安分局,
一般住宅,公寓,WNA04798,永康里,臺北市大安區麗水街13巷6號,"25.030166,121.52884",B01,126,大安分局,
一般住宅,公寓,WNA04806,永康里,臺北市大安區麗水街9號,"25.0305,121.528706",B01,154,大安分局,
一般住宅,公寓,WNA04863,永康里,臺北市大安區金華街211號,"25.029941,121.528721",B01,199,大安分局,
一般住宅,公寓,WNA00504,錦安里,臺北市大安區永康街77號,"25.028829,121.529709",B01,162,大安分局,
一般住宅,公寓,WNA00573,錦安里,臺北市大安區永康街52巷1號,"25.028873,121.529404",B01,34,大安分局,
一般住宅,公寓,WNA00574,錦安里,臺北市大安區永康街52巷2號,"25.028797,121.529426",B01,61,大安分局,
一般住宅,公寓,WNA00588,錦安里,臺北市大安區永康街75巷10號,"25.02879,121.530208",B01,90,大安分局,
一般住宅,公寓,WNA00598,錦安里,臺北市大安區永康街75巷6號,"25.028841,121.53005",B01,23,大安分局,
一般住宅,公寓,WNA03806,錦安里,臺北市大安區潮州街127號,"25.028576,121.528713",B01,25,大安分局,
一般住宅,公寓,WNA03808,錦安里,臺北市大安區潮州街141號,"25.028416,121.529804",B01,68,大安分局,
一般住宅,公寓,WNA03809,錦安里,臺北市大安區潮州街144號,"25.028459,121.528544",B01,268,大安分局,
一般住宅,公寓,WNA03810,錦安里,臺北市大安區潮州街147號,"25.0284,121.530116",B01,52,大安分局,
一般住宅,公寓,WNA03812,錦安里,臺北市大安區潮州街150號,"25.028417,121.528797",B01,241,大安分局,
一般住宅,公寓,WNA03813,錦安里,臺北市大安區潮州街154號,"25.028393,121.528944",B01,135,大安分局,
一般住宅,公寓,WNA03815,錦安里,臺北市大安區潮州街158號,"25.02839,121.529163",B01,54,大安分局,
一般住宅,公寓,WNA04223,錦安里,臺北市大安區麗水街21巷6號,"25.028773,121.52882",B01,24,大安分局,
一般住宅,公寓,WNA04224,錦安里,臺北市大安區麗水街33巷21號,"25.028041,121.530038",B01,44,大安分局,
一般住宅,公寓,WNA04225,錦安里,臺北市大安區麗水街33巷22號,"25.028036,121.530109",B01,46,大安分局,
一般住宅,公寓,WNA04226,錦安里,臺北市大安區麗水街33巷7號,"25.028151,121.528687",B01,87,大安分局,
一般住宅,公寓,WNA04395,錦安里,臺北市大安區潮州街143號,"25.02843,121.529937",B01,339,大安分局,
一般住宅,公寓,WNA04463,錦安里,臺北市大安區麗水街33巷5號,"25.028165,121.528569",B01,304,大安分局,
一般住宅,公寓,WNA04541,錦安里,臺北市大安區潮州街145號,"25.028403,121.530039",B01,72,大安分局,
一般住宅,公寓,WNA04650,錦安里,臺北市大安區潮州街160號,"25.02835,121.529269",B01,170,大安分局,
一般住宅,公寓,WNA04651,錦安里,臺北市大安區永康街75巷8號,"25.028835,121.530131",B01,220,大安分局,
一般住宅,公寓,WNA04765,錦安里,臺北市大安區永康街56號,"25.028704,121.529608",B01,100,大安分局,
一般住宅,公寓,WNA04771,錦安里,臺北市大安區潮州街153號,"25.028389,121.53033",B02,130,大安分局,
一般住宅,公寓,WNA04943,錦安里,臺北市大安區麗水街27號,"25.028499,121.52834",B01,65,大安分局,
一般住宅,公寓,WNA00493,錦安里,臺北市大安區永康街40號,"25.029516,121.529422",B01,93,大安分局,
一般住宅,公寓,WNA00494,錦安里,臺北市大安區永康街42號,"25.029451,121.529416",B01,37,大安分局,
一般住宅,公寓,WNA00495,錦安里,臺北市大安區永康街42-1號,"25.029351,121.529629",B01,100,大安分局,
一般住宅,公寓,WNA00501,錦安里,臺北市大安區永康街61號,"25.029288,121.529766",B01,15,大安分局,
一般住宅,公寓,WNA00503,錦安里,臺北市大安區永康街73號,"25.028949,121.529713",B01,41,大安分局,
一般住宅,公寓,WNA00581,錦安里,臺北市大安區永康街61巷1號,"25.029396,121.529795",B01,560,大安分局,
一般住宅,公寓,WNA00582,錦安里,臺北市大安區永康街61巷6號,"25.029249,121.530193",B01,36,大安分局,
一般住宅,公寓,WNA00587,錦安里,臺北市大安區永康街75巷1號,"25.028962,121.529912",B01,263,大安分局,
一般住宅,公寓,WNA00595,錦安里,臺北市大安區永康街75巷3號,"25.028939,121.53008",B01,136,大安分局,
一般住宅,公寓,WNA00597,錦安里,臺北市大安區永康街75巷5號,"25.028939,121.530153",B01,33,大安分局,
一般住宅,公寓,WNA01880,錦安里,臺北市大安區金華街162-3號,"25.029665,121.530416",B01,142,大安分局,
一般住宅,公寓,WNA04217,錦安里,臺北市大安區麗水街17巷1號,"25.029312,121.529293",B01,141,大安分局,
一般住宅,公寓,WNA04218,錦安里,臺北市大安區麗水街17巷10號,"25.029191,121.529354",B01,107,大安分局,
一般住宅,公寓,WNA04219,錦安里,臺北市大安區麗水街17巷12號,"25.029191,121.529354",B01,44,大安分局,
一般住宅,公寓,WNA04220,錦安里,臺北市大安區麗水街17巷2號,"25.029236,121.528676",B01,409,大安分局,
一般住宅,公寓,WNA04221,錦安里,臺北市大安區麗水街17巷6號,"25.029209,121.529072",B01,206,大安分局,
一般住宅,公寓,WNA04222,錦安里,臺北市大安區麗水街21巷1號,"25.028977,121.528505",B01,507,大安分局,
一般住宅,公寓,WNA04669,錦安里,臺北市大安區永康街75巷7號,"25.028948,121.530238",B02,313,大安分局,
一般住宅,公寓,WNA04891,錦安里,臺北市大安區麗水街17巷16號,"25.029188,121.529408",B01,228,大安分局,
一般住宅,公寓,WNA00946,錦安里,臺北市大安區和平東路一段109號,"25.026976,121.526557",B01,77,大安分局,
一般住宅,公寓,WNA03816,錦安里,臺北市大安區潮州街176號,"25.028317,121.529743",B01,122,大安分局,
一般住宅,公寓,WNA03817,錦安里,臺北市大安區潮州街178號,"25.02831,121.529821",B01,108,大安分局,
一般住宅,公寓,WNA03818,錦安里,臺北市大安區潮州街180號,"25.028307,121.529904",B01,62,大安分局,
一般住宅,公寓,WNA03819,錦安里,臺北市大安區潮州街184號,"25.028282,121.530081",B01,47,大安分局,
一般住宅,私人住宅大樓,WNA04426,錦安里,臺北市大安區和平東一段121號,"25.0269745774429,121.527578287175",B01,767,大安分局,
一般住宅,公寓,WNA04427,錦安里,臺北市大安區金山南路231巷7號,"25.027394,121.5266",B01,136,大安分局,
一般住宅,公寓,WNA04462,錦安里,臺北市大安區金山南路二段221號,"25.027656,121.52629",B01,248,大安分局,
一般住宅,公寓,WNA04532,錦安里,臺北市大安區金山南路二段215巷25號,"25.027719,121.527287",B01,496,大安分局,
一般住宅,私人住宅大樓,WNA04533,錦安里,臺北市大安區麗水街32號,"25.027484,121.527972",B01,1211,大安分局,
一般住宅,公寓,WNA04542,錦安里,臺北市大安區潮州街186號,"25.028261,121.530226",B01,190,大安分局,
一般住宅,私人住宅大樓,WNA04583,錦安里,臺北市大安區金山南路二段215巷5號,"25.027829,121.526602",B01,980,大安分局,
一般住宅,私人住宅大樓,WNA04586,錦安里,臺北市大安區金山南路二段215巷6號,"25.027711,121.526582",B01,533,大安分局,
一般住宅,公寓,WNA04845,錦安里,臺北市大安區麗水街33巷25號,"25.028009,121.530371",B01,400,大安分局,
一般住宅,私人住宅大樓,WNA04904,錦安里,臺北市大安區和平東路一段99號,"25.027003,121.526191",B01,1013,大安分局,
一般住宅,公寓,WNA04924,錦安里,臺北市大安區和平東路一段129號,"25.026879,121.528412",B01,503,大安分局,
一般住宅,公寓,WNA01867,錦安里,臺北市大安區金山南路二段141巷20號,"25.029439,121.527621",B01,97,大安分局,
一般住宅,公寓,WNA01867,錦安里,臺北市大安區金山南路二段141巷27號,"25.029515,121.527958",B01,112,大安分局,
一般住宅,公寓,WNA01869,錦安里,臺北市大安區金山南路二段141巷8號,"25.029489,121.527199",B01,158,大安分局,
一般住宅,公寓,WNA01872,錦安里,臺北市大安區金山南路二段159巷39號,"25.029019,121.527878",B01,123,大安分局,
一般住宅,公寓,WNA01873,錦安里,臺北市大安區金山南路二段159巷43號,"25.029033,121.528043",B01,68,大安分局,
一般住宅,公寓,WNA03852,錦安里,臺北市大安區潮州街107巷14號,"25.029785,121.527655",B01,53,大安分局,
一般住宅,公寓,WNA04211,錦安里,臺北市大安區麗水街28號,"25.029091,121.528302",B01,206,大安分局,
一般住宅,公寓,WNA04387,錦安里,臺北市大安區金華街140號,"25.029833,121.528381",B01,86,大安分局,
一般住宅,公寓,WNA04597,錦安里,臺北市大安區金山南路二段159巷37號,"25.029032,121.527809",B01,505,大安分局,
一般住宅,公寓,WNA04667,錦安里,臺北市大安區麗水街26之2號,"25.029256,121.528341",B02,244,大安分局,
一般住宅,私人住宅大樓,WNA04747,錦安里,臺北市大安區金華街122號,"25.029986,121.527294",B01,649,大安分局,
一般住宅,公寓,WNA04843,錦安里,臺北市大安區金山南路二段159巷29號,"25.029086,121.527531",B01B02,112,大安分局,
一般住宅,公寓,WNA01874,錦安里,臺北市大安區金山南路二段185巷12號,"25.028302,121.52695",B01,34,大安分局,
一般住宅,公寓,WNA01875,錦安里,臺北市大安區金山南路二段185巷23號,"25.028348,121.527619",B01,58,大安分局,
一般住宅,公寓,WNA03792,錦安里,臺北市大安區潮州街101號,"25.028807,121.527237",B01,86,大安分局,
一般住宅,公寓,WNA03793,錦安里,臺北市大安區錦安里潮州街103號,"25.028801,121.527394",B01,111,大安分局,
一般住宅,公寓,WNA03795,錦安里,臺北市大安區潮州街105號,"25.028787,121.527488",B01,62,大安分局,
一般住宅,公寓,WNA03800,錦安里,臺北市大安區潮州街113號,"25.02872,121.52778",B01,96,大安分局,
一般住宅,公寓,WNA03802,錦安里,臺北市大安區潮州街116號,"25.028701,121.52687",B01,310,大安分局,
一般住宅,公寓,WNA03803,錦安里,臺北市大安區潮州街118號,"25.028676,121.526995",B01,278,大安分局,
一般住宅,公寓,WNA03804,錦安里,臺北市大安區潮州街123號,"25.028673,121.528167",B01,62,大安分局,
一般住宅,公寓,WNA03805,錦安里,臺北市大安區潮州街126號,"25.028642,121.527386",B01,50,大安分局,
一般住宅,公寓,WNA03810,錦安里,臺北市大安區潮州街147號,"25.0284,121.530116",B01,274,大安分局,
一般住宅,公寓,WNA03849,錦安里,臺北市大安區潮州街93號,"25.028873,121.526899",B01,57,大安分局,
一般住宅,公寓,WNA03850,錦安里,臺北市大安區潮州街95號,"25.028853,121.527024",B01,27,大安分局,
一般住宅,公寓,WNA03853,錦安里,臺北市大安區潮州街130巷132號,"25.028544,121.527575",B01,116,大安分局,
一般住宅,公寓,WNA04444,錦安里,臺北市大安區金山南路二段169號,"25.0288,121.526464",B01,101,大安分局,
一般住宅,公寓,WNA04484,錦安里,臺北市大安區潮州街136號,"25.028596,121.527863",B01,355,大安分局,
一般住宅,公寓,WNA04571,錦安里,臺北市大安區金山南路二段185巷5號,"25.028452,121.526798",B01,107,大安分局,
一般住宅,私人住宅大樓,WNA04584,錦安里,臺北市大安區金山南路二段203巷3號,"25.028085,121.526667",B01,881,大安分局,
一般住宅,公寓,WNA04673,錦安里,臺北市大安區金山南路二段185巷13號,"25.028414,121.52717",B01,76,大安分局,
一般住宅,公寓,WNA04769,錦安里,臺北市大安區金山南路二段165號,"25.029026,121.526528",B01,532,大安分局,
一般住宅,私人住宅大樓,WNA05070,錦安里,臺北市大安區金華街162號,"25.029658,121.530355",B01,159,大安分局,
一般住宅,公寓,WNA01176,光明里,臺北市大安區金山南路二段12號,"25.033462,121.526994",B01,243,大安分局,
一般住宅,公寓,WNA01862,光明里,臺北市大安區金山南路二段10巷17號,"25.033619,121.526342",B01,74,大安分局,
一般住宅,公寓,WNA01863,光明里,臺北市大安區金山南路二段10巷19號,"25.033624,121.526203",B01,62,大安分局,
一般住宅,公寓,WNA01967,光明里,臺北市大安區信義路二段72號,"25.034229,121.526375",B01,315,大安分局,
一般住宅,公寓,WNA01968,光明里,臺北市大安區信義路二段74號,"25.034208,121.526418",B01,236,大安分局,
一般住宅,公寓,WNA01969,光明里,臺北市大安區信義路二段80號,"25.034154,121.526526",B01,251,大安分局,
一般住宅,公寓,WNA01970,光明里,臺北市大安區信義路二段88號,"25.033968,121.526881",B01,768,大安分局,
一般住宅,公寓,WNA01992,光明里,臺北市大安區信義路二段86巷12號,"25.033819,121.526295",B01,198,大安分局,
一般住宅,公寓,WNA01993,光明里,臺北市大安區信義路二段86巷14號,"25.033816,121.526242",B01,300,大安分局,
一般住宅,公寓,WNA01994,光明里,臺北市大安區信義路二段86巷21號,"25.033906,121.525909",B01,20,大安分局,
一般住宅,公寓,WNA01995,光明里,臺北市大安區信義路二段86巷23號,"25.033902,121.525859",B01,97,大安分局,
一般住宅,公寓,WNA01996,光明里,臺北市大安區信義路二段86巷24號,"25.033799,121.525814",B01,137,大安分局,
一般住宅,公寓,WNA01997,光明里,臺北市大安區信義路二段86巷3號,"25.033961,121.526534",B01,183,大安分局,
一般住宅,公寓,WNA01999,光明里,臺北市大安區信義路二段86巷4號,"25.03384,121.526552",B01,181,大安分局,
一般住宅,公寓,WNA02003,光明里,臺北市大安區信義路二段86巷7號,"25.03395,121.526407",B01,93,大安分局,
一般住宅,公寓,WNA04470,光明里,臺北市大安區金山南二段10巷13號,"25.033687,121.526578",B02,151,大安分局,
一般住宅,公寓,WNA04590,光明里,臺北市大安區信義路二段56號,"25.03443,121.52597",B01,214,大安分局,
一般住宅,公寓,WNA04775,光明里,臺北市大安區信義路二段52號,"25.034479,121.525865",B01,271,大安分局,
一般住宅,公寓,WNA04791,光明里,臺北市大安區信義路二段86巷2-1號,"25.033649,121.526741",B01,154,大安分局,
一般住宅,公寓,WNA04853,光明里,臺北市大安區金山南路二段10巷27號,"25.033601,121.526088",B01,247,大安分局,
一般住宅,私人住宅大樓,WNA04973,光明里,臺北市大安區信義路二段66號,"25.034372,121.526079",B04,838,大安分局,
一般住宅,公寓,WNA01867,光明里,臺北市大安區光明里金山南路二段10巷8號,"25.03351,121.526636",B01,215,大安分局,
一般住宅,公寓,WNA01989,光明里,臺北市大安區信義路二段44巷20弄1號,"25.033334,121.525672",B01,198,大安分局,
一般住宅,私人住宅大樓,WNA04483,光明里,臺北市大安區金山南路二段30巷11號,"25.033331,121.526062",B03,1217,大安分局,
一般住宅,私人住宅大樓,WNA04976,光明里,臺北市大安區杭州南路二段25巷39號,"25.033422,121.525197",B01,506,大安分局,
一般住宅,公寓,WNA01682,光明里,臺北市大安區杭州南路二段25巷15號,"25.033518,121.524468",B01,30,大安分局,
一般住宅,公寓,WNA01683,光明里,臺北市大安區杭州南路二段25巷17號,"25.033503,121.52454",B01,26,大安分局,
一般住宅,公寓,WNA01685,光明里,臺北市大安區杭州南路二段25巷25號,"25.033484,121.524794",B01,246,大安分局,
一般住宅,公寓,WNA01959,光明里,臺北市大安區信義路二段16號,"25.034904,121.525013",B01,92,大安分局,
一般住宅,公寓,WNA01962,光明里,臺北市大安區信義路二段22號,"25.034837,121.525139",B01,344,大安分局,
一般住宅,公寓,WNA01966,光明里,臺北市大安區信義路二段34號,"25.034655,121.525519",B01,148,大安分局,
一般住宅,公寓,WNA01971,光明里,臺北市大安區信義路二段10巷13-1號,"25.03386,121.524457",B01,15,大安分局,
一般住宅,公寓,WNA01972,光明里,臺北市大安區信義路二段10巷3-2號,"25.034524,121.524828",B01,27,大安分局,
一般住宅,公寓,WNA01974,光明里,臺北市大安區信義路二段10巷11弄2號,"25.034043,121.524576",B01,63,大安分局,
一般住宅,公寓,WNA01975,光明里,臺北市大安區信義路二段10巷11弄5號,"25.034089,121.524891",B01,168,大安分局,
一般住宅,公寓,WNA01976,光明里,臺北市大安區信義路二段10巷3弄4號,"25.034604,121.525094",B01,68,大安分局,
一般住宅,公寓,WNA01990,光明里,臺北市大安區信義路二段44巷4弄3號,"25.034431,121.525339",B01,118,大安分局,
一般住宅,公寓,WNA01998,光明里,臺北市大安區信義路二段86巷38號,"25.033649,121.524987",B01,62,大安分局,
一般住宅,公寓,WNA02000,光明里,臺北市大安區信義路二段86巷44號,"25.033698,121.524717",B01,137,大安分局,
一般住宅,公寓,WNA02001,光明里,臺北市大安區信義路二段86巷48號,"25.033707,121.524624",B01,27,大安分局,
一般住宅,公寓,WNA02002,光明里,臺北市大安區信義路二段86巷52號,"25.033729,121.524463",B01,30,大安分局,
一般住宅,公寓,WNA04425,光明里,臺北市大安區信義路二段36號,"25.034596,121.52562",B01,416,大安分局,
一般住宅,公寓,WNA04516,光明里,臺北市大安區信義路二段18號,"25.03488,121.525054",B01,755,大安分局,
一般住宅,公寓,WNA04709,光明里,臺北市大安區信義路二段12號,"25.034934,121.524941",B01B02,248,大安分局,
一般住宅,公寓,WNA04814,光明里,臺北市大安區信義路二段44巷6號,"25.034284,121.525585",B01,361,大安分局,
一般住宅,公寓,WNA04885,光明里,臺北市大安區信義路二段86巷39號,"25.033791,121.52475",B01,151,大安分局,
一般住宅,公寓,WNA01676,光明里,臺北市大安區杭州南路二段3號,"25.034638,121.524027",B01,187,大安分局,
一般住宅,公寓,WNA01677,光明里,臺北市大安區杭州南路二段41號,"25.033217,121.523233",B01,507,大安分局,
一般住宅,公寓,WNA01678,光明里,臺北市大安區杭州南路二段7號,"25.034538,121.52397",B01,184,大安分局,
一般住宅,公寓,WNA01681,光明里,臺北市大安區杭州南路二段25巷1號,"25.033864,121.523843",B01,194,大安分局,
一般住宅,公寓,WNA01684,光明里,臺北市大安區杭州南路二段25巷2號,"25.03375,121.523572",B01,32,大安分局,
一般住宅,公寓,WNA01686,光明里,臺北市大安區杭州南路二段25巷3號,"25.033484,121.524794",B01,24,大安分局,
一般住宅,公寓,WNA01687,光明里,臺北市大安區杭州南路二段25巷5號,"25.03378,121.524024",B01,136,大安分局,
一般住宅,公寓,WNA01688,光明里,臺北市大安區杭州南路二段51巷1-11號,"25.033099,121.523599",B01,573,大安分局,
一般住宅,公寓,WNA01689,光明里,臺北市大安區杭州南路二段51巷1-11號,"25.033099,121.523599",B01,313,大安分局,
一般住宅,公寓,WNA01707,光明里,臺北市大安區杭州南路二段9巷6號,"25.034099,121.524156",B01,97,大安分局,
一般住宅,公寓,WNA01708,光明里,臺北市大安區杭州南路二段9巷5弄2號,"25.034405,121.524204",B01,21,大安分局,
一般住宅,公寓,WNA01973,光明里,臺北市大安區信義路二段10巷6號,"25.034406,121.524658",B01,37,大安分局,
一般住宅,公寓,WNA04644,光明里,臺北市大安區杭州南路二段7-1號,"25.034475,121.523932",B01,170,大安分局,
一般住宅,公寓,WNA04787,光明里,臺北市大安區杭州南路二段25巷2-1號,"25.033721,121.523622",B01,154,大安分局,
一般住宅,公寓,WNA04793,光明里,臺北市大安區杭州南路二段5號,"25.034582,121.523995",B01,436,大安分局,
一般住宅,私人住宅大樓,WNA05075,光明里,臺北市大安區杭州南路二段25巷3號,"25.033927,121.524017",B01,218,大安分局,
一般住宅,私人住宅大樓,WNA01174,錦泰里,臺北市大安區金山南路二段86號,"25.031037,121.526495",B01,2964,大安分局,
一般住宅,私人住宅大樓,WNA03298,錦泰里,臺北市大安區愛國東路210巷9號,"25.031351,121.524054",B01,4137,大安分局,
一般住宅,公寓,WNA04892,錦泰里,臺北市大安區金華街106巷6號,"25.029958,121.525944",B01,141,大安分局,
一般住宅,私人住宅大樓,WNA01690,錦泰里,臺北市大安區杭州南路二段61巷15號,"25.030244,121.523317",B01,2587,大安分局,
一般住宅,公寓,WNA04506,錦泰里,臺北市大安區金華街104號,"25.030228,121.525938",B01,355,大安分局,
一般住宅,公寓,WNA04760,錦泰里,臺北市大安區金華街80號,"25.030376,121.5248",B01,372,大安分局,
一般住宅,公寓,WNA04811,錦泰里,臺北市大安區杭州南路二段61巷1號,"25.030391,121.52237",B01,69,大安分局,
一般住宅,公寓,WNA04857,錦泰里,臺北市大安區杭州南路二段61巷5號,"25.030336,121.522658",B01,160,大安分局,
一般住宅,公寓,WNA04913,錦泰里,臺北市大安區杭州南路二段61巷2號,"25.030221,121.522498",B01,96,大安分局,
一般住宅,私人住宅大樓,WNA01856,錦泰里,臺北市大安區金山南路二段134-1號,"25.029613,121.5262",B02,1168,大安分局,
一般住宅,公寓,WNA01866,錦泰里,臺北市大安區金山南路二段132巷18號,"25.029779,121.525486",B01,113,大安分局,
一般住宅,公寓,WNA03832,錦泰里,臺北市大安區潮州街67-1號,"25.029131,121.525326",B01,264,大安分局,
一般住宅,公寓,WNA03833,錦泰里,臺北市大安區潮州街71號,"25.029107,121.525519",B01,118,大安分局,
一般住宅,公寓,WNA03847,錦泰里,臺北市大安區潮州街85號,"25.028987,121.526134",B01,475,大安分局,
一般住宅,公寓,WNA03896,錦泰里,臺北市大安區潮州街59巷12號,"25.029724,121.52521",B01,93,大安分局,
一般住宅,公寓,WNA03907,錦泰里,臺北市大安區潮州街73巷4號,"25.029506,121.5256",B01,95,大安分局,
一般住宅,公寓,WNA00909,錦泰里,臺北市大安區潮州街73巷6弄4號,"25.029523,121.52539",B01,45,大安分局,
一般住宅,公寓,WNA04385,錦泰里,臺北市大安區金山南路二段132巷24號,"25.029774,121.525307",B01,197,大安分局,
一般住宅,公寓,WNA04888,錦泰里,臺北市大安區金山南路二段132巷8號,"25.029713,121.525893",B01,115,大安分局,
一般住宅,私人住宅大樓,WNA04899,錦泰里,臺北市大安區潮州街65號,"25.029153,121.525182",B01,627,大安分局,
一般住宅,私人住宅大樓,WNA01691,錦泰里,臺北市大安區杭州南路二段61巷22號,"25.030048,121.5236",B01,873,大安分局,
一般住宅,公寓,WNA01695,錦泰里,臺北市大安區杭州南路二段65巷11號,"25.029748,121.52358",B01,68,大安分局,
一般住宅,公寓,WNA01696,錦泰里,臺北市大安區杭州南路二段65巷15號,"25.029831,121.523788",B01,42,大安分局,
一般住宅,公寓,WNA01697,錦泰里,臺北市大安區杭州南路二段65巷18號,"25.02971,121.523062",B01,298,大安分局,
一般住宅,公寓,WNA01698,錦泰里,臺北市大安區杭州南路二段65巷2號,"25.029824,121.52245",B01,75,大安分局,
一般住宅,公寓,WNA01699,錦泰里,臺北市大安區杭州南路二段65巷26號,"25.029653,121.523321",B01,195,大安分局,
一般住宅,公寓,WNA01701,錦泰里,臺北市大安區杭州南路二段65巷36號,"25.029606,121.523694",B01,56,大安分局,
一般住宅,公寓,WNA01702,錦泰里,臺北市大安區杭州南路二段65巷4號號,"25.029798,121.522555",B01,91,大安分局,
一般住宅,公寓,WNA01703,錦泰里,臺北市大安區杭州南路二段65巷42號,"25.029737,121.523912",B01,285,大安分局,
一般住宅,公寓,WNA01704,錦泰里,臺北市大安區杭州南路二段65巷6號,"25.029789,121.522615",B01,61,大安分局,
一般住宅,公寓,WNA01705,錦泰里,臺北市大安區杭州南路二段65巷7號,"25.0298,121.523311",B01,111,大安分局,
一般住宅,公寓,WNA01706,錦泰里,臺北市大安區杭州南路二段65巷9號,"25.029771,121.523484",B01,114,大安分局,
一般住宅,公寓,WNA01905,錦泰里,臺北市大安區金華街48巷7號,"25.030062,121.523056",B01,680,大安分局,
一般住宅,公寓,WNA03822,錦泰里,臺北市大安區潮州街35號,"25.029454,121.523297",B01,73,大安分局,
一般住宅,公寓,WNA03823,錦泰里,臺北市大安區錦泰潮州街39號,"25.029619,121.523821",B01,218,大安分局,
一般住宅,公寓,WNA03826,錦泰里,臺北市大安區潮州街47號,"25.029382,121.523613",B01,20,大安分局,
一般住宅,公寓,WNA03828,錦泰里,臺北市大安區潮州街51號,"25.029366,121.523726",B01,30,大安分局,
一般住宅,公寓,WNA04701,錦泰里,臺北市大安區潮州街27號,"25.029478,121.523002",B01,71,大安分局,
一般住宅,公寓,WNA04742,錦泰里,臺北市大安區潮州街55巷3號,"25.02961,121.524153",B01B02,173,大安分局,
一般住宅,私人住宅大樓,WNA05060,錦泰里,臺北市大安區杭州南路二段61巷38號,"25.029810,121.524486",B02,243,大安分局,
一般住宅,公寓,WNA00996,錦華里,臺北市大安區和平東路一段87號,"25.027021,121.525608",B01,217,大安分局,
一般住宅,公寓,WNA01034,錦華里,臺北市大安區和平東路一段85巷5號,"25.027649,121.52561",B01,31,大安分局,
一般住宅,公寓,WNA001035,錦華里,臺北市大安區和平東路一段85巷6號,"25.027567,121.525513",B01,151,大安分局,
一般住宅,公寓,WNA01036,錦華里,臺北市大安區和平東路一段85巷6-2號,"25.02779,121.525492",B01,228,大安分局,
一般住宅,公寓,WNA01037,錦華里,臺北市大安區和平東路一段85巷7號,"25.027771,121.525612",B01,47,大安分局,
一般住宅,公寓,WNA01038,錦華里,臺北市大安區和平東路一段85巷2弄7號,"25.027345,121.525284",B01,18,大安分局,
一般住宅,公寓,WNA01039,錦華里,臺北市大安區和平東路一段85巷4弄2號,"25.027408,121.525356",B01,82,大安分局,
一般住宅,公寓,WNA01040,錦華里,臺北市大安區和平東路一段85巷4弄3號,"25.027418,121.525287",B01,356,大安分局,
一般住宅,公寓,WNA01041,錦華里,臺北市大安區和平東路一段85巷4弄5號,"25.027418,121.525287",B01,616,大安分局,
一般住宅,公寓,WNA01042,錦華里,臺北市大安區和平東路一段85巷8弄2號,"25.027875,121.525392",B01,76,大安分局,
一般住宅,公寓,WNA01857,錦華里,臺北市大安區金山南路二段218號,"25.027777,121.525907",B02,491,大安分局,
一般住宅,公寓,WNA01858,錦華里,臺北市大安區金山南路二段222號,"25.027669,121.525885",B03,384,大安分局,
一般住宅,公寓,WNA01859,錦華里,臺北市大安區金山南路二段230號,"25.027283,121.525842",B02,518,大安分局,
一般住宅,公寓,WNA01876,錦華里,臺北市大安區金山南路二段192巷27號,"25.028143,121.525524",B01,37,大安分局,
一般住宅,公寓,WNA03791,錦華里,臺北市大安區潮州街100號,"25.02896,121.525416",B02,756,大安分局,
一般住宅,公寓,WNA03794,錦華里,臺北市大安區潮州街104號,"25.028888,121.525716",B01,88,大安分局,
一般住宅,公寓,WNA03797,錦華里,臺北市大安區潮州街108號,"25.028859,121.525966",B01,202,大安分局,
一般住宅,公寓,WNA03799,錦華里,臺北市大安區潮州街110-2號,"25.028742,121.527649",B01,184,大安分局,
一般住宅,公寓,WNA03913,錦華里,臺北市大安區潮州街82巷11號,"25.028576,121.524522",B01,44,大安分局,
一般住宅,公寓,WNA03914,錦華里,臺北市大安區潮州街82巷15號,"25.028535,121.524728",B01,54,大安分局,
一般住宅,公寓,WNA03915,錦華里,臺北市大安區潮州街82巷17號,"25.028517,121.524863",B01,58,大安分局,
一般住宅,公寓,WNA03917,錦華里,臺北市大安區潮州街82巷7號,"25.0287,121.524533",B01,60,大安分局,
一般住宅,公寓,WNA03919,錦華里,臺北市大安區潮州街98巷2號,"25.028865,121.525226",B01,127,大安分局,
一般住宅,公寓,WNA03920,錦華里,臺北市大安區潮州街98巷4號,"25.028713,121.525173",B01,321,大安分局,
一般住宅,公寓,WNA03921,錦華里,臺北市大安區潮州街98巷6號,"25.028554,121.525178",B01,217,大安分局,
一般住宅,公寓,WNA04565,錦華里,臺北市大安區金山南路二段192巷30號,"25.028065,121.525424",B01,94,大安分局,
一般住宅,公寓,WNA04886,錦華里,臺北市大安區金山南路二段192巷8號,"25.028058,121.525627",B01,76,大安分局,
一般住宅,私人住宅大樓,WNA04972,錦華里,臺北市大安區金山南路二段188號,"25.028303,121.526011",B01,669,大安分局,
一般住宅,公寓,WNA00991,錦華里,臺北市大安區和平東路一段71之1號,"25.027082,121.524851",B01,740,大安分局,
一般住宅,公寓,WNA00993,錦華里,臺北市大安區和平東路一段77號,"25.027062,121.525104",B01B02,384,大安分局,
一般住宅,公寓,WNA00994,錦華里,臺北市大安區和平東路一段79號,"25.027054,121.52528",B01,225,大安分局,
一般住宅,公寓,WNA00995,錦華里,臺北市大安區和平東路一段81之1號,"25.027044,121.525398",B01,554,大安分局,
