category,number,village,address,location,floor,capacity,unit,note
巴登企業有限公司,D708000011,西鶯里,新北市鶯歌區西鶯里中山路166巷6號12,"24.957528,121.348722",B01,10,三峽分局,
統一超商-國鶯門市,D708000012,西鶯里,新北市鶯歌區西鶯里中山路142號,"24.957128,121.349949",B01,45,三峽分局,
新成通磁磚,D708000014,西鶯里,新北市鶯歌區西鶯里中山路288號,"24.957083,121.343864",B02,33,三峽分局,
四季連莊社區,D708000015,西鶯里,新北市鶯歌區西鶯里中正一路127巷1號,"24.95338,121.352917",B01,290,三峽分局,
燦坤3C-鶯歌店,D708000016,西鶯里,新北市鶯歌區西鶯里中正一路115號,"24.95554,121.352101",B02,464,三峽分局,
禾軒精神護理之家,D708000017,西鶯里,新北市鶯歌區西鶯里中正一路1651號,"24.953322,121.353127",B01,77,三峽分局,
美基天第社區,D708000021,南鶯里,新北市鶯歌區南鶯里國慶街115巷14號,"24.954137,121.3513",B01,134,三峽分局,
龍比金鑽大廈,D708000022,南鶯里,新北市鶯歌區南鶯里國慶街127號,"24.953864,121.350762",B01,327,三峽分局,
建國龍門社區,D708000023,南鶯里,新北市鶯歌區南鶯里建國路135號,"24.953867,121.351463",B02,727,三峽分局,
美基天第社區,D708000024,南鶯里,新北市鶯歌區南鶯里建國路138號,"24.954089,121.351163",B02,661,三峽分局,
狀元第社區,D708000025,南鶯里,新北市鶯歌區南鶯里中山路121號,"24.956914,121.349961",B01,925,三峽分局,
林明堂牙醫診所,D708000026,南鶯里,新北市鶯歌區南鶯里國慶路115巷15號,"24.954454,121.350966",B01,266,三峽分局,
"電玩國度 (鶯歌店)",D708000027,南鶯里,新北市鶯歌區南鶯里光復街1號,"24.954772,121.351792",B01,95,三峽分局,
HCG和成鶯歌營業所,D708000030,建國里,新北市鶯歌區建國里中山路311號,"24.956863,121.344162",B03,24,三峽分局,
學詮文教有限公司,D708000031,建國里,新北市鶯歌區建國里光明路70號,"24.928952,121.375177",B01,27,三峽分局,
學詮文教有限公司,D708000032,建國里,新北市鶯歌區建國里光明路78號,"24.929031,121.375336",B01,168,三峽分局,
鶯歌國中,D708000033,同慶里,新北市鶯歌區同慶里尖山埔路108號,"24.95041,121.344826",B01,104,三峽分局,
鶯歌國小,D708000035,同慶里,新北市鶯歌區同慶里尖山埔路106號,"24.951181,121.345764",B01,149,三峽分局,
鶯歌國中,D708000036,同慶里,新北市鶯歌區同慶里尖山埔路108號,"24.95041,121.344826",B01,296,三峽分局,
校園芳鄰社區,D708000037,同慶里,新北市鶯歌區同慶里育英街65號1,"24.95232,121.34738",B01,545,三峽分局,
建國名園社區,D708000044,永昌里,新北市鶯歌區永昌里建國路466號,"24.951161,121.341396",B01,2261,三峽分局,
鞋槓青年洗鞋洗包護理中心,D708000045,永昌里,新北市鶯歌區永昌里鶯桃路1923號,"24.957388,121.338356",B01,422,三峽分局,
雙喜臨門社區,D708000046,永昌里,新北市鶯歌區永昌里鶯桃路129巷1416號,"24.954508,121.337043",B02,1002,三峽分局,
雙喜臨門社區,D708000047,永昌里,新北市鶯歌區永昌里鶯桃路129巷10號,"24.954147,121.337728",B02,1221,三峽分局,
永昌里市民活動中心,D708000049,永昌里,新北市鶯歌區永昌里永昌街36號1,"24.950088,121.342658",B01,87,三峽分局,
逸陶工作坊,D708000051,永昌里,新北市鶯歌區永昌里鶯桃路33巷1214號,"24.9501,121.342759",B01,495,三峽分局,
大欣窯業股份有限公司,D708000052,永昌里,新北市鶯歌區永昌里鶯桃路34號,"24.952671,121.342378",B01,15,三峽分局,
文生窯-吳明儀-臺灣工藝之家,D708000053,永吉里,新北市鶯歌區永吉里永吉街39號,"24.95727,121.335701",B01,77,三峽分局,
硬硬精工,D708000054,永吉里,新北市鶯歌區永吉里鶯桃路296巷47號,"24.961508,121.335727",B01,240,三峽分局,
小胖浴室暖風乾燥機全熱專賣企業社,D708000055,永吉里,新北市鶯歌區永吉里鶯桃路296巷57號,"24.961348,121.336001",B01,177,三峽分局,
小勳的店,D708000056,北鶯里,新北市鶯歌區北鶯里中正一路226號,"24.956938,121.353917",B02,289,三峽分局,
建國國小,D708000060,建國里,新北市鶯歌區建國里育英街100號,"24.95327,121.344728",B01,1288,三峽分局,
新香格里拉大廈,D708000061,建國里,新北市鶯歌區建國里南雅路436號,"24.954382,121.345027",B01,625,三峽分局,
?瑩珠心算短期補習班,D708000062,建國里,新北市鶯歌區建國里中山路329巷6弄5號,"24.956352,121.343747",B01,360,三峽分局,
建國國小,D708000063,建國里,新北市鶯歌區建國里育英街100號,"24.95327,121.344728",B01,1063,三峽分局,
采舍室內設計裝修有限公司,D708000064,建國里,新北市鶯歌區建國里育德街579號,"24.954945,121.344286",B01,136,三峽分局,
公寓,D708000065,建國里,新北市鶯歌區建國里育德街28號,"24.955242,121.344242",B01,417,三峽分局,
"C.h baking 有意思創意烘焙工作室",D708000066,建國里,新北市鶯歌區建國里育德街13號,"24.955082,121.344429",B01,661,三峽分局,
統一超商-金億門市,D708000067,建國里,新北市鶯歌區建國里育英街4959號,"24.951876,121.348044",B01,445,三峽分局,
鍋賣局百元小火鍋-鶯歌國華店,D708000068,建國里,新北市鶯歌區建國里國華路73號,"24.95446,121.343037",B01,670,三峽分局,
"經濟倉-即期良品 鶯歌店",D708000069,建國里,新北市鶯歌區建國里國華路65號,"24.954795,121.34298",B01,361,三峽分局,
石耕田精緻鍋物,D708000070,建國里,新北市鶯歌區建國里光明街200號,"24.955822,121.3432",B01,397,三峽分局,
弘爺漢堡咕嘰店,D708000071,建國里,新北市鶯歌區建國里中山路329巷22弄1517號,"24.956232,121.344511",B01,352,三峽分局,
天生贏家社區,D708000072,建國里,新北市鶯歌區建國里國華街1號,"24.956778,121.343519",B01,2488,三峽分局,
吉得堡,D708000073,建國里,新北市鶯歌區建國里育智街65號,"24.953713,121.336722",B01,793,三峽分局,
津田牛肉麵食堂,D708000074,建國里,新北市鶯歌區建國里育智路73號1,"24.954432,121.345171",B01,181,三峽分局,
建國國小,D708000075,建國里,新北市鶯歌區建國里育英街2號,"24.954965,121.34658",B01,53,三峽分局,
建國國小,D708000076,建國里,新北市鶯歌區建國里育英街2號,"24.954965,121.34658",B01,368,三峽分局,
建國國小,D708000077,建國里,新北市鶯歌區建國里育英街2號,"24.954965,121.34658",B01,406,三峽分局,
協大陶瓷有限公司,D708000078,建國里,新北市鶯歌區建國里育賢街35號,"24.954323,121.34395",B01,60,三峽分局,
漢堡大師,D708000079,永昌里,新北市鶯歌區永昌里永明街62號,"24.955929,121.340655",B01,503,三峽分局,
富源瓷器股份有限公司,D708000083,永昌里,新北市鶯歌區永昌里鶯桃路58號15,"24.969565,121.329557",B01,430,三峽分局,
順航工業有限公司,D708000086,永昌里,新北市鶯歌區永昌里鶯桃路67巷18號,"24.952181,121.340774",B01,313,三峽分局,
公園我家社區,D708000087,永昌里,新北市鶯歌區永昌里鶯桃路182巷32號,"24.956315,121.337634",B01,1178,三峽分局,
富麗明園社區,D708000097,永昌里,新北市鶯歌區永昌里鶯桃路182巷96弄630號,"24.956897,121.34",B01,1118,三峽分局,
正峰中醫診所,D708000098,建國里,新北市鶯歌區建國里光明街167號,"24.955959,121.343794",B01,270,三峽分局,
建國華園社區,D708000099,建國里,新北市鶯歌區建國里育樂街94號,"24.954344,121.34353",B01,1440,三峽分局,
富貴吉祥社區,D708000100,建國里,新北市鶯歌區建國里育德街11號,"24.955084,121.344499",B01,2231,三峽分局,
台北鄉城社區,D708000101,永昌里,新北市鶯歌區永昌里鶯桃路131號,"24.954579,121.338093",B02,2093,三峽分局,
中野安全帽,D708000102,南鶯里,新北市鶯歌區南鶯里建國路149號,"24.953587,121.350726",B01,164,三峽分局,
台灣基督長老教會鶯歌教會,D708000103,西鶯里,新北市鶯歌區西鶯里光復街810號,"24.956217,121.351749",B01,212,三峽分局,
新北市陶瓷工職業工會,D708000104,西鶯里,新北市鶯歌區西鶯里中山路138巷1號,"24.95737,121.349913",B01,75,三峽分局,
金m連鎖企業股份有限公司,D708000105,南鶯里,新北市鶯歌區南鶯里建國路156號,"24.953779,121.350625",B01,82,三峽分局,
公寓,D708000106,建國里,新北市鶯歌區建國里光明街218號,"24.956163,121.343069",B01,1901,三峽分局,
昆成私人住宅大樓,D708000107,北鶯里,新北市鶯歌區北鶯里中正一路281號,"24.952996,121.35281",B01,246,三峽分局,
藝品世家社區,D708000108,同慶里,新北市鶯歌區同慶里育英街91號,"24.951501,121.34752",B02,1030,三峽分局,
巴黎大街社區,D708000109,南鶯里,新北市鶯歌區南鶯里南雅路33巷6弄1號,"24.954473,121.348938",B01,308,三峽分局,
良瑞科技股份有限公司,D708000110,永昌里,新北市鶯歌區永昌里永昌街232號,"24.950572,121.338919",B01,275,三峽分局,
"萊爾富便利商店 北縣鶯歌店",D708000111,南鶯里,新北市鶯歌區南鶯里重慶街13號,"24.952684,121.351892",B02,604,三峽分局,
永吉國小,D708000112,永吉里,新北市鶯歌區永吉里德昌二街2號,"24.958766,121.332913",B02,60,三峽分局,
樹德金融商業私人住宅大樓,D708000113,北鶯里,新北市鶯歌區北鶯里仁愛路1號,"24.956858,121.35365",B01,470,三峽分局,
鶯歌區公所,D708000114,北鶯里,新北市鶯歌區北鶯里仁愛路55號,"24.955933,121.354363",B02,1327,三峽分局,
生活藝術家社區,D708000115,北鶯里,新北市鶯歌區北鶯里建國路42號,"24.955995,121.35588",B02,13978,三峽分局,
鶯農大廈,D708000116,北鶯里,新北市鶯歌區北鶯里建國路60號,"24.955442,121.355231",B02,676,三峽分局,
英倫皇家社區,D708000117,南鶯里,新北市鶯歌區南鶯里建國路115號,"24.953908,121.351983",B03,861,三峽分局,
山河戀社區,D708000118,北鶯里,新北市鶯歌區北鶯里成功街6巷2號,"24.957337,121.358632",B02,2384,三峽分局,
麗寶香榭社區,D708000119,北鶯里,新北市鶯歌區北鶯里中正一路304號1,"24.956901,121.356079",B02,2629,三峽分局,
豐采晶華社區,D708000120,北鶯里,新北市鶯歌區北鶯里行政路99號,"24.956627,121.354859",B01,347,三峽分局,
豐采四季社區,D708000121,北鶯里,新北市鶯歌區北鶯里行政路95號,"24.956411,121.354116",B01,764,三峽分局,
名紘荷韻社區,D708000122,北鶯里,新北市鶯歌區北鶯里中正一路345巷3弄1號,"24.957411,121.356923",B01,224,三峽分局,
鶯歌國小,D708000123,同慶里,新北市鶯歌區同慶里尖山埔路106號,"24.951181,121.345764",B01,1845,三峽分局,
台北捷座社區,D708000124,北鶯里,新北市鶯歌區北鶯里仁愛路11號,"24.956428,121.353811",B02,309,三峽分局,
台北御寶社區,D708000125,建國里,新北市鶯歌區建國里中山路329巷26弄10號,"24.956215,121.345052",B01,135,三峽分局,
台北國寶社區,D708000126,建國里,新北市鶯歌區建國里光明街126號,"24.955916,121.345451",B02,2504,三峽分局,
豐采晶鑽社區,D708000127,北鶯里,新北市鶯歌區北鶯里行政路97號10,"24.956597,121.354616",B01,156,三峽分局,
力天揚名社區,D708000128,建國里,新北市鶯歌區建國里中山路329巷26弄12號,"24.956066,121.344988",B02,400,三峽分局,
金捷殿社區,D708000129,建國里,新北市鶯歌區建國里育智路2號,"24.955689,121.344958",B01,1734,三峽分局,
家庭扶助基金會-鶯歌服務處,D708000130,南鶯里,新北市鶯歌區南鶯里國慶街115巷22號,"24.95448,121.351248",B01,154,三峽分局,
八方心砌社區,D708000131,建國里,新北市鶯歌區建國里國慶街22號,"24.956118,121.34945",B03,886,三峽分局,
源效製造有限公司,D708000132,永昌里,新北市鶯歌區永昌里建國路405巷18號,"24.951613,121.33664",B01,669,三峽分局,
鋒勳首邸社區,D708000133,北鶯里,新北市鶯歌區北鶯里行政路65-71號,"24.956446,121.354237",B01,429,三峽分局,
長虹陶都社區,D708000134,建國里,新北市鶯歌區建國里中山路151號,"24.956585,121.349281",B03,2377,三峽分局,
菘發開發有限公司,D708000135,建國里,新北市鶯歌區建國里中正一路阿南巷51號,"24.97018,121.369094",B01,1620,三峽分局,
私客創旅,D708000136,同慶里,新北市鶯歌區同慶里尖山埔路89號,"24.950943,121.347497",B01,211,三峽分局,
台北捷韻社區,D708000137,永昌里,新北市鶯歌區永昌里國光街57號9,"24.957151,121.340068",B02,246,三峽分局,
上閣築,D708000138,永昌里,新北市鶯歌區永昌里18鄰建國路405巷12號,"24.951448,121.336867",B01,758,三峽分局,
北大馥園,D708000139,同慶里,新北市鶯歌區同慶里12鄰尖山埔路239巷3號,"24.950257,121.344464",B01,121,三峽分局,
北大融園,D708000140,建國里,新北市鶯歌區建國里3鄰中山路249巷30號,"24.9566,121.347488",B01,291,三峽分局,
大學一號院,D708000141,永昌里,新北市鶯歌區永昌里18鄰建國路405巷11號,"24.951837,121.336377",B01,415,三峽分局,
私人住宅大樓,D708000142,永昌里,新北市鶯歌區永昌里10鄰鶯桃路93號,"24.95363,121.33926",B01,978,三峽分局,
私人住宅大樓,D708000143,北鶯里,新北市鶯歌區北鶯里仁愛路71號1樓,"24.956009,121.35507",B01,260,三峽分局,
三鶯學府,D708000144,同慶里,新北市鶯歌區同慶里尖山埔路225號,"24.950477,121.3447451",B01,85,三峽分局,
,D708000145,南鶯里,新北市鶯歌區南鶯里建國路132號,"24.9544108316683,121.351584938625",B01,231,三峽分局,
香賓別墅,D709000001,大湖里,新北市鶯歌區大湖里香賓街2號,"24.978834,121.33659",B01,436,三峽分局,
合家歡,D709000002,中湖里,新北市鶯歌區中湖里西湖街2號4,"24.95691,121.34162",B02,1012,三峽分局,
弘崧窯業,D709000003,東湖里,新北市鶯歌區東湖里東湖路36號,"24.971442,121.355661",B01,262,三峽分局,
中湖國小,D709000006,中湖里,新北市鶯歌區中湖里中湖街25號,"24.972981,121.348098",B01,427,三峽分局,
良家社區,D709000007,中湖里,新北市鶯歌區中湖里國光街76號,"24.957788,121.341595",B02,540,三峽分局,
中湖苑,D709000008,中湖里,新北市鶯歌區中湖里中湖街55號,"24.973531,121.349459",B02,346,三峽分局,
弘崧窯業,D70A000001,鳳祥里,新北市鶯歌區鳳祥里鶯桃路323號,"24.961629,121.333877",B01,9,三峽分局,
中湖國小,D70A000002,鳳福里,新北市鶯歌區鳳福里鶯桃路2段29巷1號18,"24.971989,121.324823",B01,2336,三峽分局,
良家社區,D70A000003,鳳鳴里,新北市鶯歌區鳳鳴里鶯桃路658巷1723號2,"24.969595,121.329597",B01,596,三峽分局,
中湖苑,D70A000004,鳳鳴里,新北市鶯歌區鳳鳴里永和街243號,"24.971012,121.336452",B01,311,三峽分局,
森悅社區,D70A000005,鳳祥里,新北市鶯歌區鳳祥里鶯桃路365巷76弄76號1,"24.963,121.331186",B01,121,三峽分局,
森闊社區,D70A000006,鳳祥里,新北市鶯歌區鳳祥里鶯桃路365巷55號,"24.962806,121.33314",B01,177,三峽分局,
大買家二手貨,D70A000007,鳳祥里,新北市鶯歌區鳳祥里鶯桃路555號,"24.967979,121.330147",B01,619,三峽分局,
第一花園大廈,D70A000008,鳳祥里,新北市鶯歌區鳳祥里鶯桃路601號,"24.968937,121.329187",B01,260,三峽分局,
鳳鳴園社區,D70A000009,鳳鳴里,新北市鶯歌區鳳鳴里永和街120號,"24.96914,121.335053",B01,322,三峽分局,
德冠實業公司,D70A000010,鳳鳴里,新北市鶯歌區鳳鳴里鶯桃路436巷92弄16號,"24.966877,121.334143",B02,188,三峽分局,
陶莊社區,D70A000011,鳳鳴里,新北市鶯歌區鳳鳴里永和街1號57,"24.969712,121.334588",B01,781,三峽分局,
同欣電子公司,D70A000013,鳳祥里,新北市鶯歌區鳳祥里鶯桃路365巷55號,"24.962806,121.33314",B02,1266,三峽分局,
金金戲院,D70A000014,鳳鳴里,新北市鶯歌區鳳鳴里永和街75號,"24.968205,121.333126",B03,441,三峽分局,
洪園檳榔行,D70A000015,鳳鳴里,新北市鶯歌區鳳鳴里鳳五路6-6號,"24.971407,121.331463",B01,2492,三峽分局,
鳳鳴國小,D70A000016,鳳福里,新北市鶯歌區鳳福里鳳七路280號,"24.973082,121.328955",B01,697,三峽分局,
手工研究所,D70A000017,鳳鳴里,新北市鶯歌區鳳鳴里龍五路160號,"24.971575,121.333374",B01,982,三峽分局,
山水綠庭社區,D70A000018,鳳鳴里,新北市鶯歌區鳳鳴里鳳鳴路265號2,"24.969489,121.334101",B03,2757,三峽分局,
同欣電子公司,D70A000019,鳳鳴里,新北市鶯歌區鳳鳴里鳳五路87號,"24.972362,121.330202",B03,523,三峽分局,
三發丰悅社區,D70A000020,鳳鳴里,新北市鶯歌區鳳鳴里鳳鳴路509號,"24.972337,121.331749",B03,813,三峽分局,
和瑞微美社區,D70A000021,鳳鳴里,新北市鶯歌區鳳鳴里永和街91號,"24.968419,121.333418",B03,315,三峽分局,
菁英會社區,D70A000022,鳳福里,新北市鶯歌區鳳福里鳳福路177號,"24.975474,121.330709",B01,2113,三峽分局,
鳳鳴尊邸社區,D70A000023,鳳鳴里,新北市鶯歌區鳳鳴里鶯歌路281號,"24.970824,121.334622",B01,492,三峽分局,
雙捷A+社區,D70A000024,鳳鳴里,新北市鶯歌區鳳鳴里龍七路282號,"24.972154,121.3355",B01,592,三峽分局,
八方喜樂社區,D70A000025,鳳福里,新北市鶯歌區鳳福里鳳福路215號,"24.975845,121.331452",B03,1416,三峽分局,
景程禾雅社區,D70A000026,鳳鳴里,新北市鶯歌區鳳鳴里永和街161號,"24.969714,121.335015",B03,1561,三峽分局,
森藏社區,D70A000027,鳳鳴里,新北市鶯歌區鳳鳴里鶯歌路101號,"24.969806,121.333494",B03,416,三峽分局,
幸福莊園2期社區,D70A000028,鳳鳴里,新北市鶯歌區鳳鳴里29鄰鳳鳴路565號,"24.973031,121.33175",B04,1344,三峽分局,
森朵社區,D70A000029,鳳鳴里,新北市鶯歌區鳳鳴里29鄰龍五路282號,"24.971736,121.333133",B03,1063,三峽分局,
消防第五大隊,D70A000030,鳳鳴里,新北市鶯歌區鳳鳴里18鄰鶯歌路158號,"24.970358,121.333928",B01,699,三峽分局,
公園翫社區,D70A000031,鳳鳴里,新北市鶯歌區鳳鳴里17鄰鳳七路20號,"24.968117,121.333019",B01,1043,三峽分局,
私人住宅大樓,D70A000032,鳳福里,新北市鶯歌區鳳福里11鄰鳳吉四街57號2樓,"24.973599,121.327622",B04,1157,三峽分局,
私人住宅大樓,D70A000033,鳳鳴里,新北市鶯歌區鳳鳴里24鄰龍五路250號,"24.97158,121.33337",B01,1155,三峽分局,
立僅WAY,D70A000034,鳳福里,新北市鶯歌區鳳福里鳳吉一街267號,"24.976249,121.3301345",B01,1157,三峽分局,
和耀心錠,D70A000035,鳳鳴里,新北市鶯歌區鳳鳴里鳳鳴路583號,"24.972836,121.33118",B01,1806,三峽分局,
青松翫社區,D70A000036,鳳鳴里,新北市鶯歌區鳳鳴里龍七路237號,"24.971864,121.334551180909",B04,740,三峽分局,
森睦社區,D70A000037,鳳福里,新北市鶯歌區鳳福里鳳七路300號,"24.973293,121.328668867416",B03,1778,三峽分局,
四季琢硯,D70A000038,鳳鳴里,新北市鶯歌區鳳鳴里18鄰鶯歌路170號,"24.9707051488291,121.3348175828",B01,1772,三峽分局,
森耀社區,D70A000039,鳳鳴里,新北市鶯歌區鳳鳴里24鄰鳳三路66號,"24.9722938719014,121.334426194451",B01,1667,三峽分局,
森晴社區,D70B000005,東鶯里,新北市鶯歌區東鶯里文化路249號,"24.95309,121.353552",B02,672,三峽分局,
豐邑日日社區,D70B000007,南靖里,新北市鶯歌區南靖里文化路136巷52弄1號2,"24.950589,121.351051",B01,136,三峽分局,
豐邑泱泱社區,D70B000009,尖山里,新北市鶯歌區尖山里尖山路173巷111號,"24.947338,121.344974",B01,813,三峽分局,
鳳茗HOYA社區,D70B000010,尖山里,新北市鶯歌區尖山里尖山路137巷25弄1號,"24.947584,121.347352",B01,22,三峽分局,
微笑海悅社區,D70B000011,尖山里,新北市鶯歌區尖山里尖山路140巷12弄2號,"24.949534,121.346195",B01,1065,三峽分局,
公園翫社區,D70B000012,尖山里,新北市鶯歌區尖山里尖山路156巷1號,"24.948903,121.345946",B01,2731,三峽分局,
成發居社區,D70B000013,尖山里,新北市鶯歌區尖山里尖山路103號,"24.948984,121.348204",B01,895,三峽分局,
陶之尊社區,D70B000016,南靖里,新北市鶯歌區南靖里三鶯路29巷15-16號,"24.940087,121.355108",B01,420,三峽分局,
新御花園,D70B000019,尖山里,新北市鶯歌區尖山里中正二路155號1,"24.949772,121.34547",B01,410,三峽分局,
田園全寓,D70B000022,尖山里,新北市鶯歌區尖山里中正二路9號,"24.951049,121.350495",B01,383,三峽分局,
滿庭芳社區,D70B000023,尖山里,新北市鶯歌區尖山里尖山路195巷6號,"24.949321,121.349858",B01,231,三峽分局,
大觀園社區,D70B000024,尖山里,新北市鶯歌區尖山里尖山路2372號,"24.945903,121.342383",B01,156,三峽分局,
和範江山,D70B000025,尖山里,新北市鶯歌區尖山里國中街104號,"24.940461,121.340176",B01,877,三峽分局,
上下一家,D70B000026,尖山里,新北市鶯歌區尖山里國中街62號,"24.94308,121.341993",B01,763,三峽分局,
中正大廈,D70B000027,尖山里,新北市鶯歌區尖山里尖山路2803號,"24.947282,121.342363",B01,1097,三峽分局,
公寓,D70B000028,二甲里,新北市鶯歌區二甲里二甲路5號,"24.940619,121.338454",B01,245,三峽分局,
公園1綻,D70B000029,二橋里,新北市鶯歌區二橋里高職西街105號,"24.940486,121.336134",B02,539,三峽分局,
公寓,D70B000030,二橋里,新北市鶯歌區二橋里二甲路21號,"24.936258,121.340413",B02,892,三峽分局,
景德鎮社區,D70B000031,二橋里,新北市鶯歌區二橋里高職南街11號,"24.939353,121.337507",B01,492,三峽分局,
中國學府,D70B000032,尖山里,新北市鶯歌區尖山里黃厝街31巷1號,"24.945406,121.342914",B01,74,三峽分局,
全民頭家,D70B000033,東鶯里,新北市鶯歌區東鶯里文化路247號,"24.953181,121.353709",B02,163,三峽分局,
德意居社區,D70B000034,二甲里,新北市鶯歌區二甲里二甲路41號2,"24.937432,121.340214",B01,581,三峽分局,
陶瓷社區,D70B000037,尖山里,新北市鶯歌區尖山里國中街7號,"24.94313,121.342492",B01,636,三峽分局,
公寓,D70B000038,二橋里,新北市鶯歌區二橋里高職東街6號,"24.941476,121.340545",B01,284,三峽分局,
再見房東,D70B000039,二橋里,新北市鶯歌區二橋里中正三路154號,"24.939285,121.335003",B01,1384,三峽分局,
富貴人生,D70B000040,尖山里,新北市鶯歌區尖山里高職東街3巷18號9,"24.942266,121.340207",B01,973,三峽分局,
第一家庭,D70B000041,二橋里,新北市鶯歌區二橋里公園街11號,"24.93976,121.337837",B01,193,三峽分局,
統昶行銷,D70B000042,二橋里,新北市鶯歌區二橋里國中街178號,"24.939353,121.33825",B02,3107,三峽分局,
陽光閣廈,D70B000043,二橋里,新北市鶯歌區二橋里國中街199號,"24.939064,121.338325",B02,1863,三峽分局,
公寓,D70B000044,南靖里,新北市鶯歌區南靖里重慶街28號,"24.952649,121.350356",B02,1457,三峽分局,
鶯歌高職,D70B000045,尖山里,新北市鶯歌區尖山里國中街61號,"24.941793,121.342553",B02,1852,三峽分局,
陶璽社區,D70B000046,二橋里,新北市鶯歌區二橋里中正三路335巷38號,"24.933362,121.329343",B01,125,三峽分局,
閱團社區,D70B000047,尖山里,新北市鶯歌區尖山里尖山路195號,"24.947102,121.344163",B01,825,三峽分局,
麗寶陶花源,D70B000048,二橋里,新北市鶯歌區二橋里高職西街86號,"24.941985,121.336035",B02,1354,三峽分局,
新天母社區,D70B000049,尖山里,新北市鶯歌區尖山里尖山路156巷75號,"24.949503,121.345866",B01,302,三峽分局,
公園堡社區,D70B000050,二橋里,新北市鶯歌區二橋里中正三路156巷8-5號,"24.940925,121.333047",B01,647,三峽分局,
安家凱撒,D70B000051,南靖里,新北市鶯歌區南靖里文化路256巷22號,"24.947664,121.352087",B01,254,三峽分局,
新榮緯公司,D70B000052,尖山里,新北市鶯歌區尖山里尖山路240巷21弄1-1號,"24.947509,121.342299",B01,345,三峽分局,
金鑽社區,D70B000053,二橋里,新北市鶯歌區二橋里國中街157號,"24.93978,121.339385",B03,1263,三峽分局,
稅讀社區,D70B000054,東鶯里,新北市鶯歌區東鶯里文化路233號,"24.953243,121.353993",B03,632,三峽分局,
金品富邸,D70B000055,尖山里,新北市鶯歌區尖山里尖山路212巷16號,"24.947959,121.342954",B02,735,三峽分局,
振儀社區,D70B000056,二橋里,新北市鶯歌區二橋里二橋街1號,"24.939606,121.337104",B03,485,三峽分局,
憬德良品,D70B000057,二橋里,新北市鶯歌區二橋里高職西街116號,"24.940989,121.335897",B02,428,三峽分局,
宇鴻堂社區,D70B000058,尖山里,新北市鶯歌區尖山里尖山路211巷5號,"24.946445,121.343866",B02,1379,三峽分局,
雷諾瓦社區,D70B000059,二橋里,新北市鶯歌區二橋里中正三路400號,"24.934798,121.326122",B02,832,三峽分局,
成發居社區,D70B000060,東鶯里,新北市鶯歌區東鶯里文化路221號,"24.953327,121.354353",B01,286,三峽分局,
微笑日日社區,D70B000061,尖山里,新北市鶯歌區尖山里尖山路212巷12號,"24.947967,121.343329",B03,949,三峽分局,
樂陶陶社區,D70B000062,尖山里,新北市鶯歌區尖山里國中街113號,"24.94107,121.341384",B01,1208,三峽分局,
寶筑君品,D70B000063,二橋里,新北市鶯歌區二橋里中正三路137號,"24.940269,121.337254",B01,497,三峽分局,
公園1綻,D70B000064,尖山里,新北市鶯歌區尖山里國中街121號,"24.940703,121.34117",B01,1045,三峽分局,
文華居社區,D70B000065,尖山里,新北市鶯歌區尖山里國中街127號5,"24.940395,121.340537",B01,1095,三峽分局,
台北光禾,D70B000066,尖山里,新北市鶯歌區尖山里尖山路122號,"24.949124,121.347177",B02,1034,三峽分局,
金鶯鎮社區,D70B000067,尖山里,新北市鶯歌區尖山里國中街55號,"24.942118,121.342396",B02,944,三峽分局,
慕嵐社區,D70B000068,二橋里,新北市鶯歌區二橋里高職西街38號1,"24.942466,121.33733",B01,422,三峽分局,
四季連莊,D70B000069,尖山里,新北市鶯歌區尖山里中正三路福德巷7-2號,"24.940155,121.340326",B03,356,三峽分局,
合嘉易居邦一期,D70B000070,二橋里,新北市鶯歌區二橋里高職西街1-10號,"24.941172,121.335874",B02,437,三峽分局,
合嘉易居邦二期,D70B000071,尖山里,新北市鶯歌區尖山里尖山路266-5號,"24.946233,121.341461",B01,684,三峽分局,
天囍社區,D70B000072,尖山里,新北市鶯歌區尖山里國中街119-1號,"24.941158,121.340873",B01,1016,三峽分局,
金鶯花園,D70B000073,尖山里,新北市鶯歌區尖山里5鄰尖山路264號,"24.94368,121.34096",B01,2354,三峽分局,
私人住宅大樓,D70B000074,二橋里,新北市鶯歌區二橋里2鄰高職西街28號,"24.942932,121.3375992",B01,213,三峽分局,
捷運富境,D70B000076,南靖里,新北市鶯歌區南靖里8鄰文化路425號2樓,"24.948739,121.35338",B01,387,三峽分局,
私人住宅大樓,D70B000077,尖山里,新北市鶯歌區尖山里5鄰尖山路278巷1號6樓,"24.94383,121.34126",B01,1856,三峽分局,
私人住宅大樓,D70B000078,東鶯里,新北市鶯歌區東鶯里14鄰館前路298號,"24.953396,121.3582982",B02B03,4780,三峽分局,
,D70B000079,尖山里,新北市鶯歌區尖山里尖山路278號,"24.9450329374927,121.340815438625",B01,693,三峽分局,
陶哲社區,D70C000001,南園里,新北市樹林區南園里學士路96號,"24.947567,121.383249",B01,790,三峽分局,
豐采玫瑰,D70C000002,柑園里,新北市樹林區柑園里學林路133號,"24.949742,121.380465",B01,652,三峽分局,
豐采人生,D70C000003,龍恩里,新北市三峽區龍恩里國際一街19號,"24.942583,121.373831",B01,4043,三峽分局,
華登天美,D70C000004,龍學理,新北市三峽區龍學理學勤路106號,"24.945824,121.374979",B01,1179,三峽分局,
