category,number,village,address,location,floor,capacity,unit,note
公寓,D101000003,自強里,新北市板橋區自強里自強新村82號,"25.012807,121.45434",B01,66,板橋分局,
公寓,D101000004,自強里,新北市板橋區自強里自強新村73-1號,"25.012911,121.45472",B01,54,板橋分局,
公寓,D101000005,自強里,新北市板橋區自強里自強新村78-1號,"25.012685,121.45474",B01,42,板橋分局,
公寓,D101000009,自強里,新北市板橋區自強里自強新村22-77號,"25.014336,121.45475",B01,57,板橋分局,
公寓,D101000010,自強里,新北市板橋區自強里自強新村57號,"25.013522,121.45459",B01,42,板橋分局,
公寓,D101000011,自強里,新北市板橋區自強里自強新村72號,"25.013221,121.45414",B01,68,板橋分局,
公寓,D101000015,自強里,新北市板橋區自強里自強新村75-1號,"25.012984,121.45431",B01,56,板橋分局,
公寓,D101000016,自強里,新北市板橋區自強里自強新村58號,"25.01355,121.45443",B01,41,板橋分局,
公寓,D101000019,自強里,新北市板橋區自強里自強新村45-46號,"25.013815,121.45473",B01,176,板橋分局,
公寓,D101000020,自強里,新北市板橋區自強里自強新村52號,"25.013694,121.45453",B01,61,板橋分局,
公寓,D101000021,自強里,新北市板橋區自強里自強新村45號,"25.013933,121.45475",B01,176,板橋分局,
公寓,D101000022,自強里,新北市板橋區自強里自強新村63號,"25.013288,121.45457",B01,46,板橋分局,
公寓,D101000023,自強里,新北市板橋區自強里自強新村67號,"25.013383,121.45398",B01,50,板橋分局,
公寓,D101000024,自強里,新北市板橋區自強里自強新村74號,"25.012946,121.45456",B01,91,板橋分局,
公寓,D101000028,自強里,新北市板橋區自強里自強新村53號,"25.013732,121.45435",B01,113,板橋分局,
公寓,D101000030,光榮里,新北市板橋區光榮里南雅西路二段102-106號,"25.011795,121.45231",B01,96,板橋分局,
公寓,D101000033,自強里,新北市板橋區自強里自強新村76號,"25.012975,121.45421",B01,46,板橋分局,
公寓,D101000034,自強里,新北市板橋區自強里自強新村62號,"25.013277,121.45471",B01,53,板橋分局,
公寓,D101000035,自強里,新北市板橋區自強里自強新村88號,"25.012558,121.45433",B01,95,板橋分局,
公寓,D101000037,自強里,新北市板橋區自強里自強新村95號,"25.013232,121.45549",B01,74,板橋分局,
公寓,D101000040,自強里,新北市板橋區自強里自強新村66號,"25.013382,121.45414",B01,54,板橋分局,
公寓,D101000041,自強里,新北市板橋區自強里自強新村66號,"25.013382,121.45414",B01,54,板橋分局,
公寓,D101000044,自強里,新北市板橋區自強里自強新村42號,"25.013872,121.45524",B01,88,板橋分局,
公寓,D101000056,光華里,新北市板橋區光華里光華街4-6號,"25.011375,121.45427",B01,123,板橋分局,
公寓,D101000057,自強里,新北市板橋區自強里自強新村79號,"25.012809,121.4546",B01,43,板橋分局,
公寓,D101000058,漢生里,新北市板橋區漢生里光正街12號,"25.017171,121.46303",B01,200,板橋分局,
中央私人住宅大樓,D101000059,流芳里,新北市板橋區流芳里館前西路139號,"25.00776,121.45636",B01,710,板橋分局,
公寓,D101000063,自立里,新北市板橋區自立里大智街61號,"25.015435,121.45391",B01,293,板橋分局,
公寓,D101000067,社後里,新北市板橋區社後里中正路313號,"25.019804,121.45508",B01,507,板橋分局,
公寓,D101000079,光華里,新北市板橋區光華里光華街24巷4號,"25.012219,121.45428",B01,85,板橋分局,
公寓,D101000080,光華里,新北市板橋區光華里光華街13巷36-38號,"25.011332,121.45296",B01,286,板橋分局,
公寓,D101000083,光華里,新北市板橋區光華里南雅西路二段80-82號,"25.010838,121.45261",B01,92,板橋分局,
公寓,D101000084,光榮里,新北市板橋區光榮里南雅西路二段110巷42號,"25.01337,121.45283",B01,43,板橋分局,
公寓,D101000085,光華里,新北市板橋區光華里光華街15巷37-39號,"25.011509,121.45289",B01,124,板橋分局,
林園天廈,D101000089,光華里,新北市板橋區光華里南雅西路二段2-1號,"25.008954,121.45322",B01,352,板橋分局,
日順府前大廈,D101000091,新興里,新北市板橋區新興里館前西路207號,"25.008352,121.45483",B01,229,板橋分局,
林家花園廣場大廈,D101000093,留侯里,新北市板橋區留侯里府中路171號,"25.009208,121.45483",B01,1724,板橋分局,
公寓,D101000097,光榮里,新北市板橋區光榮里光華街39巷13號,"25.013038,121.45333",B01,56,板橋分局,
公寓,D101000099,漢生里,新北市板橋區漢生里文化路一段215-217號,"25.017093,121.46348",B01,223,板橋分局,
公寓,D101000102,光榮里,新北市板橋區光榮里光華街19巷20-22號,"25.01239,121.45353",B01,121,板橋分局,
板橋高中,D101000104,黃石里,新北市板橋區黃石里文化路一段25號,"25.011684,121.4591",B01,1011,板橋分局,
公寓,D101000106,流芳里,新北市板橋區流芳里大東街30-32號,"25.00894,121.45648",B01,37,板橋分局,
公寓,D101000107,流芳里,新北市板橋區流芳里大東街31號,"25.008811,121.4566",B01,298,板橋分局,
公寓,D101000108,流芳里,新北市板橋區流芳里大東街25-27號,"25.008922,121.45661",B01,706,板橋分局,
公寓,D101000110,民安里,新北市板橋區民安里民權路202巷7弄23號,"25.014936,121.45914",B01,56,板橋分局,
公寓,D101000111,民安里,新北市板橋區民安里民權路202巷7弄25號,"25.014951,121.45908",B01,50,板橋分局,
公寓,D101000112,民安里,新北市板橋區民安里民權路202巷7弄1號,"25.014721,121.46003",B01,43,板橋分局,
公寓,D101000113,民安里,新北市板橋區民安里民權路202巷1弄9-11號,"25.014348,121.45914",B01,34,板橋分局,
私人住宅大樓,D101000114,光華里,新北市板橋區光華里光華街1巷2-8號,"25.011294,121.45399",B01,1092,板橋分局,
泰昌公寓大廈,D101000115,留侯里,新北市板橋區留侯里館前西路145號,"25.007874,121.45622",B01,177,板橋分局,
財星私人住宅大樓,D101000117,新興里,新北市板橋區新興里南雅南路一段55號,"25.005988,121.45594",B01,95,板橋分局,
大順小財神,D101000118,新興里,新北市板橋區新興里南雅東路8號,"25.005981,121.45518",B03,1282,板橋分局,
私人住宅大樓,D101000119,香雅里,新北市板橋區香雅里南雅西路二段219-221號,"25.013858,121.45151",B02,134,板橋分局,
私人住宅大樓,D101000120,香社里,新北市板橋區香社里大勇街9巷8號,"25.016675,121.45383",B01,819,板橋分局,
私人住宅大樓,D101000121,民安里,新北市板橋區民安里民權路186號,"25.013673,121.45932",B01,238,板橋分局,
公寓,D101000122,民安里,新北市板橋區民安里民權路252-254號,"25.014825,121.45823",B02,170,板橋分局,
大福地,D101000124,留侯里,新北市板橋區留侯里館前西路138號,"25.008066,121.45632",B01,76,板橋分局,
南雅尊邸,D101000125,湳興里,新北市板橋區湳興里南雅南路一段106號,"25.004436,121.45484",B01,281,板橋分局,
私人住宅大樓,D101000127,光華里,新北市板橋區光華里南雅西路二段78號,"25.01056,121.4527",B01,343,板橋分局,
中山國中,D101000129,新民里,新北市板橋區新民里文化路一段188巷56號,"25.018554,121.46748",B01,2384,板橋分局,
私人住宅大樓,D101000131,漢生里,新北市板橋區漢生里文化路一段189號,"25.016556,121.46306",B01,150,板橋分局,
揚昇河畔,D101000132,湳興里,新北市板橋區湳興里館前西路275號,"25.008431,121.45271",B01,810,板橋分局,
馥都飯店,D101000133,流芳里,新北市板橋區流芳里縣民大道一段189號,"25.007459,121.45823",B01,472,板橋分局,
儷緻華園,D101000134,挹秀里,新北市板橋區挹秀里明德街15-17號,"25.010625,121.45989",B01,201,板橋分局,
金阪神社區,D101000135,新興里,新北市板橋區新興里南雅東路22號,"25.006252,121.4545",B01,1078,板橋分局,
公寓,D101000136,新民里,新北市板橋區新民里文化路一段106號,"25.018159,121.46481",B01,97,板橋分局,
新站歐洲,D101000137,湳興里,新北市板橋區湳興里南雅東路27-1號,"25.00596,121.45467",B01,1365,板橋分局,
新站歐洲,D101000138,湳興里,新北市板橋區湳興里南雅東路1號,"25.005668,121.45535",B01,1338,板橋分局,
昇陽府中棧,D101000139,流芳里,新北市板橋區流芳里館前西路66號,"25.007103,121.45779",B01,622,板橋分局,
麗寶百貨,D101000140,新民里,新北市板橋區新民里縣民大道二段3號,"25.012143,121.46222",B01,2326,板橋分局,
府中15,D101000141,挹秀里,新北市板橋區挹秀里府中路15號,"25.009487,121.45952",B01,283,板橋分局,
大凱臻品,D101000143,光榮里,新北市板橋區光榮里南雅西路二段142號,"25.013021,121.45199",B01,203,板橋分局,
樂業安居社區,D101000144,漢生里,新北市板橋區漢生里光正街67號,"25.018232,121.46158",B01,177,板橋分局,
囍市社區,D101000145,新興里,新北市板橋區新興里縣民大道一段111號,"25.005512,121.45656",B01,141,板橋分局,
府中青年社會住宅,D101000146,挹秀里,新北市板橋區挹秀里府後街2號,"25.010048,121.45928",B01,330,板橋分局,
昇陽文薈社區,D101000147,黃石里,新北市板橋區黃石里北門街13號,"25.01096,121.45692",B02,998,板橋分局,
府中贊,D101000148,赤松里,新北市板橋區赤松里府中路54號,"25.009649,121.45711",B01,529,板橋分局,
源邸社區,D101000149,自強里,新北市板橋區自強里中正路65號,"25.013785,121.45614",B01,731,板橋分局,
帝后花園,D101000150,社後里,新北市板橋區社後里中正路151號,"25.015882,121.45649",B01,1211,板橋分局,
大禾社區,D101000151,香雅里,新北市板橋區香雅里藝文街366號,"25.018527,121.45016",B01,1571,板橋分局,
囍堂社區,D101000152,新興里,新北市板橋區新興里縣民大道一段121號,"25.005647,121.45666",B01,120,板橋分局,
柏克萊公園社區,D101000153,香社里,新北市板橋區香社里永翠路342號,"25.018209,121.45086",B01,1762,板橋分局,
皇翔來青社區,D101000155,漢生里,新北市板橋區漢生里民權路172號,"25.013186,121.45998",B01,1492,板橋分局,
府中晶璽,D101000156,湳興里,新北市板橋區湳興里19鄰南雅東路41之1號,"25.006651,121.45421",B01,618,板橋分局,
三美私人住宅大樓,D101000157,民安里,新北市板橋區民安里民權路182號,"25.013823,121.45957",B01,110,板橋分局,
萬禧園,D101000158,湳興里,新北市板橋區湳興里縣民大道1號,"25.003913,121.45361",B01,955,板橋分局,
高妍植3,D101000159,香雅里,新北市板橋區香雅里10鄰板城路806號3樓,"25.0179867887193,121.449274153966",B01,1618,板橋分局,
公寓,D101000747,社後里,新北市板橋區社後里中正路107號,"25.014927,121.45642",B01,96,板橋分局,
百揮首璽,D101000883,挹秀里,新北市板橋區挹秀里民權路85號,"25.011807,121.46083",B01,138,板橋分局,
府中商業私人住宅大樓,D101000884,挹秀里,新北市板橋區挹秀里府中路67號,"25.009309,121.45794",B01,157,板橋分局,
一品陞月,D101000885,新興里,新北市板橋區新興里南雅南路1段23號,"25.006803,121.45643",B01,507,板橋分局,
國稅局,D101000886,挹秀里,新北市板橋區挹秀里文化路1段48號,"25.012068,121.46003",B01,940,板橋分局,
台電私人住宅大樓,D101000899,新民里,新北市板橋區新民里縣民大道2段1號,"25.011899,121.46161",B01,1555,板橋分局,
新板時尚,D101000913,新興里,新北市板橋區新興里新興路22號,"25.007094,121.45591",B01,572,板橋分局,
御極私人住宅大樓,D101000917,社後里,新北市板橋區社後里中正路106號,"25.015542,121.45679",B01,291,板橋分局,
馥華雲鼎,D101000919,挹秀里,新北市板橋區挹秀里縣民大道1段295號,"25.010603,121.46085",B01,1432,板橋分局,
新北市政府警察局,D101000920,挹秀里,新北市板橋區挹秀里府中路32號,"25.009864,121.45846",B01,1250,板橋分局,
公寓,D102000027,國泰里,新北市板橋區國泰里國泰街75巷28弄19號,"25.004886,121.4678",B01,66,板橋分局,
公寓,D102000028,國泰里,新北市板橋區國泰里國泰街107號,"25.006362,121.46662",B01,63,板橋分局,
彰化銀行,D102000045,景星里,新北市板橋區景星里中山路一段22號,"25.008095,121.46021",B01,205,板橋分局,
台電,D102000048,福星里,新北市板橋區福星里四川路一段287號,"25.000684,121.45894",B01,780,板橋分局,
忠孝私人住宅大樓,D102000053,後埔里,新北市板橋區後埔里館前東路96號,"25.007412,121.46217",B01,1378,板橋分局,
公寓,D102000054,景星里,新北市板橋區景星里成都街51-56號,"25.005052,121.4615",B01,127,板橋分局,
誠品生活,D102000056,景星里,新北市板橋區景星里中山路一段46號,"25.008888,121.46086",B01,1315,板橋分局,
公寓,D102000057,景星里,新北市板橋區景星里重慶路112號,"25.005269,121.46206",B01,234,板橋分局,
公寓,D102000058,景星里,新北市板橋區景星里後埔街46-52號,"25.006027,121.46044",B01,118,板橋分局,
私人住宅大樓,D102000063,後埔里,新北市板橋區後埔里實踐路38-40號,"25.006798,121.4636",B01,117,板橋分局,
公寓,D102000071,廣德里,新北市板橋區廣德里忠孝路196巷17號,"25.002265,121.46548",B01,241,板橋分局,
公寓,D102000072,後埔里,新北市板橋區後埔里實踐路32巷3-17號,"25.007069,121.4632",B01,588,板橋分局,
公寓,D102000073,景星里,新北市板橋區景星里重慶路60號,"25.007064,121.46171",B01,164,板橋分局,
公寓,D102000078,鄉雲里,新北市板橋區鄉雲里大華街10-20號,"25.006254,121.4588",B01,502,板橋分局,
私人住宅大樓,D102000079,景星里,新北市板橋區景星里中山路一段26號,"25.008378,121.46043",B01,260,板橋分局,
公寓,D102000082,景星里,新北市板橋區景星里成都街25-27號,"25.004954,121.46089",B01,220,板橋分局,
公寓,D102000084,景星里,新北市板橋區景星里重慶路88巷10號,"25.006016,121.4616",B01,223,板橋分局,
金福輪大廈,D102000086,景星里,新北市板橋區景星里中山路一段2號,"25.007347,121.45967",B01,203,板橋分局,
公寓,D102000087,大豐里,新北市板橋區大豐里重慶路278號,"24.999482,121.46305",B01,54,板橋分局,
公寓,D102000091,後埔里,新北市板橋區後埔里重慶路93巷9-15號,"25.005855,121.46251",B01,235,板橋分局,
公寓,D102000092,後埔里,新北市板橋區後埔里重慶路93巷17-31號,"25.005888,121.46275",B01,215,板橋分局,
公寓,D102000096,景星里,新北市板橋區景星里後埔街76-80號,"25.005102,121.46062",B01,156,板橋分局,
私人住宅大樓,D102000101,後埔里,新北市板橋區後埔里實踐路36號,"25.006875,121.46358",B01,165,板橋分局,
公寓,D102000102,大豐里,新北市板橋區大豐里仁愛路9號,"24.999568,121.45861",B01,87,板橋分局,
公寓,D102000104,景星里,新北市板橋區景星里後埔街54-60號,"25.005785,121.46049",B01,277,板橋分局,
公寓,D102000108,景星里,新北市板橋區景星里重慶路104號,"25.005634,121.46199",B01,263,板橋分局,
私人住宅大樓,D102000109,福星里,新北市板橋區福星里忠孝路61-63號,"25.002186,121.46153",B01,298,板橋分局,
公寓,D102000113,景星里,新北市板橋區景星里成都街9-11號,"25.004874,121.46035",B01,253,板橋分局,
公寓,D102000114,福星里,新北市板橋區福星里忠孝路48巷2弄8號,"25.001578,121.46072",B01,234,板橋分局,
公寓,D102000115,大豐里,新北市板橋區大豐里重慶路276-1號,"25.000273,121.46294",B01,193,板橋分局,
私人住宅大樓,D102000117,福祿里,新北市板橋區福祿里國泰街29-37號,"25.006707,121.46885",B01,621,板橋分局,
私人住宅大樓,D102000122,福德里,新北市板橋區福德里忠孝路196-1號,"25.002625,121.46559",B01,265,板橋分局,
公寓,D102000123,廣德里,新北市板橋區廣德里重慶路269巷26-28號,"24.998745,121.46506",B01,245,板橋分局,
公寓,D102000125,後埔里,新北市板橋區後埔里重慶路91巷9-11號,"25.006227,121.46257",B01,53,板橋分局,
公寓,D102000129,福祿里,新北市板橋區福祿里國泰街17-21號,"25.006787,121.46937",B01,214,板橋分局,
公寓,D102000133,福德里,新北市板橋區福德里重慶路155巷41號,"25.004231,121.46363",B01,137,板橋分局,
公寓,D102000134,鄉雲里,新北市板橋區鄉雲里大華街49-55號,"25.003639,121.45952",B01,201,板橋分局,
公寓,D102000138,鄉雲里,新北市板橋區鄉雲里大華街160號,"25.004088,121.45937",B01,176,板橋分局,
公寓,D102000140,景星里,新北市板橋區景星里重慶路60號,"25.007064,121.46171",B01,191,板橋分局,
一品門第,D102000141,福星里,新北市板橋區福星里忠孝路84-88號,"25.001945,121.46154",B01,482,板橋分局,
公寓,D102000142,福星里,新北市板橋區福星里光明街19-31號,"25.002652,121.46055",B01,818,板橋分局,
私人住宅大樓,D102000145,後埔里,新北市板橋區後埔里重慶路77號,"25.006599,121.46196",B01,231,板橋分局,
公寓,D102000147,景星里,新北市板橋區景星里景福路36號,"25.005696,121.46163",B01,37,板橋分局,
公寓,D102000148,廣德里,新北市板橋區廣德里忠孝路176巷23-25號,"25.001768,121.46523",B01,222,板橋分局,
豪美館前大廈,D102000150,後埔里,新北市板橋區後埔里館前東路100-110號,"25.00749,121.46274",B01,1656,板橋分局,
領袖天下,D102000151,鄉雲里,新北市板橋區鄉雲里四川路二段16巷1-10號,"24.996506,121.45584",B01,3393,板橋分局,
公寓,D102000152,景星里,新北市板橋區景星里四川路一段87巷75號,"25.006299,121.46071",B01,67,板橋分局,
公寓,D102000153,大豐里,新北市板橋區大豐里大豐街108號,"25.000719,121.46173",B01,81,板橋分局,
私人住宅大樓,D102000154,廣德里,新北市板橋區廣德里忠孝路196巷27號,"25.001847,121.46562",B01,273,板橋分局,
大傑私人住宅大樓,D102000155,後埔里,新北市板橋區後埔里實踐路32巷1號,"25.007084,121.4633",B01,385,板橋分局,
國泰世華銀行,D102000156,大豐里,新北市板橋區大豐里重慶路260-262號,"25.000668,121.46284",B01,675,板橋分局,
私人住宅大樓,D102000157,大豐里,新北市板橋區大豐里重慶路308巷19號,"24.999162,121.46336",B01,559,板橋分局,
私人住宅大樓,D102000158,福星里,新北市板橋區福星里成都街10號,"25.004718,121.46033",B01,206,板橋分局,
私人住宅大樓,D102000159,景星里,新北市板橋區景星里中山路一段48號,"25.009003,121.46091",B01,206,板橋分局,
私人住宅大樓,D102000160,景星里,新北市板橋區景星里重慶路59-61號,"25.006985,121.46173",B01,253,板橋分局,
公寓,D102000161,福星里,新北市板橋區福星里校前街7-10號,"25.003164,121.46044",B01,240,板橋分局,
公寓,D102000163,福德里,新北市板橋區福德里重慶路155巷47號,"25.004283,121.46384",B01,25,板橋分局,
私人住宅大樓,D102000165,福德里,新北市板橋區福德里忠孝路201巷57-59號,"25.003953,121.46478",B01,282,板橋分局,
私人住宅大樓,D102000166,福星里,新北市板橋區福星里忠孝路58號,"25.001901,121.46102",B01,132,板橋分局,
三信商業私人住宅大樓,D102000167,景星里,新北市板橋區景星里重慶路66號,"25.006454,121.46184",B01,1592,板橋分局,
成都綠洲,D102000168,福德里,新北市板橋區福德里忠孝路201巷89號,"25.004604,121.46466",B01,377,板橋分局,
私人住宅大樓,D102000169,廣德里,新北市板橋區廣德里忠孝路196巷26號,"25.001587,121.46546",B01,594,板橋分局,
私人住宅大樓,D102000170,福德里,新北市板橋區福德里忠孝路219號,"25.002826,121.46557",B01,130,板橋分局,
四川天下,D102000171,福星里,新北市板橋區福星里四川路一段269號,"25.002107,121.45964",B01,243,板橋分局,
怡寶私人住宅大樓,D102000172,景星里,新北市板橋區景星里中山路一段10號,"25.007961,121.46012",B01,1048,板橋分局,
翰學園,D102000173,後埔里,新北市板橋區後埔里重慶路69巷10號,"25.006889,121.46245",B01,1611,板橋分局,
私人住宅大樓,D102000174,福德里,新北市板橋區福德里實踐路93巷10號,"25.005418,121.46448",B01,516,板橋分局,
私人住宅大樓,D102000175,福星里,新北市板橋區福星里忠孝路52號,"25.001884,121.4609",B01,172,板橋分局,
私人住宅大樓,D102000176,福星里,新北市板橋區福星里忠孝路50號,"25.001864,121.46081",B01,185,板橋分局,
站前銀座,D102000177,景星里,新北市板橋區景星里四川路一段57號,"25.006208,121.45966",B01,222,板橋分局,
私人住宅大樓,D102000178,福星里,新北市板橋區福星里四川路一段159號,"25.004022,121.46005",B01,194,板橋分局,
私人住宅大樓,D102000179,華興里,新北市板橋區華興里貴興路38-40號,"25.003597,121.45731",B01,500,板橋分局,
前元建設私人住宅大樓,D102000181,景星里,新北市板橋區景星里四川路一段25號,"25.006795,121.45954",B01,538,板橋分局,
私人住宅大樓,D102000182,廣德里,新北市板橋區廣德里重慶路327巷7弄2號,"24.998626,121.4643",B01,348,板橋分局,
新寶天第,D102000183,景星里,新北市板橋區景星里四川路一段107號,"25.005088,121.45987",B01,652,板橋分局,
私人住宅大樓,D102000184,景星里,新北市板橋區景星里重慶路78號,"25.006355,121.46188",B01,457,板橋分局,
私人住宅大樓,D102000185,後埔里,新北市板橋區後埔里實踐路30號,"25.007293,121.46351",B01,1016,板橋分局,
三甲好禮社區,D102000187,華興里,新北市板橋區華興里稚暉街20號,"25.004328,121.45587",B01,282,板橋分局,
私人住宅大樓,D102000188,福德里,新北市板橋區福德里實踐路128號,"25.002884,121.46436",B01,406,板橋分局,
興旺私人住宅大樓,D102000189,華興里,新北市板橋區華興里貴興路48號,"25.003279,121.45712",B01,457,板橋分局,
三甲好禮社區,D102000190,華興里,新北市板橋區華興里稚暉街20號,"25.004328,121.45587",B01,2020,板橋分局,
私人住宅大樓,D102000191,華興里,新北市板橋區華興里南雅南路二段3號,"25.002981,121.4546",B01,1705,板橋分局,
高爾夫花園廣場,D102000192,華興里,新北市板橋區華興里南雅南路二段11巷5號,"25.00239,121.45487",B02,1051,板橋分局,
私人住宅大樓,D102000193,國泰里,新北市板橋區國泰里實踐路93巷43弄3號,"25.005384,121.46574",B01,452,板橋分局,
私人住宅大樓,D102000194,後埔里,新北市板橋區後埔里成都街93號,"25.005342,121.46309",B01,753,板橋分局,
龍門古邸,D102000195,後埔里,新北市板橋區後埔里實踐路34號,"25.007085,121.46354",B01,482,板橋分局,
私人住宅大樓,D102000196,廣德里,新北市板橋區廣德里重慶路269巷18號,"24.99896,121.46449",B01,164,板橋分局,
板橋京都公寓大廈,D102000197,廣德里,新北市板橋區廣德里重慶路269巷79號,"24.999698,121.46553",B01,1941,板橋分局,
私人住宅大樓,D102000198,廣德里,新北市板橋區廣德里重慶路269巷18號,"24.99896,121.46449",B01,186,板橋分局,
私人住宅大樓,D102000199,鄉雲里,新北市板橋區鄉雲里四川路一段286巷2號,"25.000934,121.45851",B01,815,板橋分局,
私人住宅大樓,D102000200,福星里,新北市板橋區福星里忠孝路19號,"25.002003,121.46038",B01,1288,板橋分局,
私人住宅大樓,D102000201,後埔里,新北市板橋區後埔里重慶路71號,"25.006796,121.46192",B01,302,板橋分局,
擎天大廈,D102000202,廣德里,新北市板橋區廣德里重慶路247號,"25.000521,121.46337",B01,1520,板橋分局,
私人住宅大樓,D102000203,後埔里,新北市板橋區後埔里館前東路106號,"25.007532,121.46297",B01,1302,板橋分局,
私人住宅大樓,D102000204,景星里,新北市板橋區景星里館前東路1號,"25.007216,121.45965",B01,868,板橋分局,
公寓,D102000205,景星里,新北市板橋區景星里後埔街79號,"25.005406,121.4607",B01,193,板橋分局,
私人住宅大樓,D102000206,廣德里,新北市板橋區廣德里重慶路245巷26號,"25.000772,121.46449",B01,84,板橋分局,
台電,D102000207,福星里,新北市板橋區福星里四川路一段285號,"25.001372,121.45937",B01,527,板橋分局,
私人住宅大樓,D102000208,福德里,新北市板橋區福德里實踐路93巷26號,"25.005247,121.46508",B01,167,板橋分局,
私人住宅大樓,D102000209,華興里,新北市板橋區華興里貴興路52號,"25.003199,121.457",B01,197,板橋分局,
私人住宅大樓,D102000211,福星里,新北市板橋區福星里四川路一段155號,"25.004145,121.46003",B01,19,板橋分局,
私人住宅大樓,D102000212,福星里,新北市板橋區福星里四川路一段131號,"25.004635,121.45994",B01,218,板橋分局,
私人住宅大樓,D102000213,華興里,新北市板橋區華興里貴興路94號,"25.002693,121.4558",B01,325,板橋分局,
尊品公寓大廈,D102000214,福星里,新北市板橋區福星里四川路一段257號,"25.002371,121.45978",B01,630,板橋分局,
私人住宅大樓,D102000215,後埔里,新北市板橋區後埔里重慶路91-1號,"25.005945,121.46208",B01,330,板橋分局,
私人住宅大樓,D102000216,福祿里,新北市板橋區福祿里國泰街39巷6弄1號,"25.005609,121.46851",B01,795,板橋分局,
私人住宅大樓,D102000217,福星里,新北市板橋區福星里四川路一段255號,"25.00257,121.45978",B01,18,板橋分局,
私人住宅大樓,D102000218,福德里,新北市板橋區福德里忠孝路237號,"25.002909,121.46606",B03,1016,板橋分局,
私人住宅大樓,D102000219,廣德里,新北市板橋區廣德里重慶路245巷11號,"25.000798,121.46376",B02,779,板橋分局,
私人住宅大樓,D102000220,福祿里,新北市板橋區福祿里民族路192號,"25.007573,121.46798",B01,180,板橋分局,
私人住宅大樓,D102000221,廣德里,新北市板橋區廣德里重慶路287號,"24.999278,121.46365",B01,338,板橋分局,
私人住宅大樓,D102000222,景星里,新北市板橋區景星里成都街43號,"25.005036,121.46131",B01,259,板橋分局,
土地銀行,D102000223,福祿里,新北市板橋區福祿里民族路212號,"25.007417,121.46843",B01,1059,板橋分局,
狀元紅社區,D102000224,國泰里,新北市板橋區國泰里國泰街75巷28弄52號,"25.004835,121.46766",B02,245,板橋分局,
成都府社區,D102000225,景星里,新北市板橋區景星里成都街29號,"25.00499,121.46101",B02,940,板橋分局,
網路花園社區,D102000226,國泰里,新北市板橋區國泰里實踐路93巷65號,"25.004958,121.46748",B02,1168,板橋分局,
私人住宅大樓,D102000227,福星里,新北市板橋區福星里校前街42號,"25.003183,121.46119",B01,63,板橋分局,
私人住宅大樓,D102000228,廣德里,新北市板橋區廣德里重慶路245巷32弄5號,"25.000586,121.46475",B01,471,板橋分局,
忠孝敦煌B區,D102000229,福德里,新北市板橋區福德里忠孝路241號,"25.002939,121.46628",B01,945,板橋分局,
私人住宅大樓,D102000230,景星里,新北市板橋區景星里館前東路2號,"25.006989,121.45957",B01,270,板橋分局,
重慶晶鑽私人住宅大樓,D102000231,景星里,新北市板橋區景星里重慶路8號,"25.008016,121.46063",B03,356,板橋分局,
私人住宅大樓,D102000232,大豐里,新北市板橋區大豐里重慶路300號,"24.998483,121.46376",B02,311,板橋分局,
台北經典社區,D102000233,福星里,新北市板橋區福星里忠孝路31號,"25.002042,121.46072",B03,1242,板橋分局,
南雅邑品社區,D102000234,華興里,新北市板橋區華興里貴興路106巷7號,"25.00273,121.45523",B01,1078,板橋分局,
站前凱悅,D102000235,鄉雲里,新北市板橋區鄉雲里中山路一段1號,"25.007416,121.45937",B05,2128,板橋分局,
私人住宅大樓,D102000236,景星里,新北市板橋區景星里四川路一段105號,"25.005203,121.45982",B01,223,板橋分局,
長生私人住宅大樓,D102000237,鄉雲里,新北市板橋區鄉雲里中山路一段3號,"25.007805,121.45973",B03,334,板橋分局,
米蘭皇家,D102000238,鄉雲里,新北市板橋區鄉雲里大華街22號,"25.006092,121.45888",B02,517,板橋分局,
帝寶私人住宅大樓,D102000239,福祿里,新北市板橋區福祿里民族路228號,"25.007285,121.46881",B01,382,板橋分局,
忠孝七期社區,D102000241,福德里,新北市板橋區福德里忠孝路206號,"25.00269,121.46594",B02,568,板橋分局,
怡園社區,D102000242,鄉雲里,新北市板橋區鄉雲里大華街128號,"25.004989,121.4593",B02,464,板橋分局,
重慶傑作公寓大廈,D102000243,後埔里,新北市板橋區後埔里成都街71巷2號,"25.005298,121.46239",B02,281,板橋分局,
忠孝名門,D102000244,福星里,新北市板橋區福星里忠孝路96號,"25.002015,121.46183",B02,1805,板橋分局,
新站21合康愛樂社區,D102000245,國泰里,新北市板橋區國泰里實踐路65巷41號,"25.006507,121.46509",B01,524,板橋分局,
公寓,D102000246,景星里,新北市板橋區景星里重慶路78號,"25.006115,121.46191",B01,362,板橋分局,
私人住宅大樓,D102000247,廣德里,新北市板橋區廣德里重慶路245巷22弄15號,"25.000289,121.46455",B01,94,板橋分局,
公寓,D102000248,大豐里,新北市板橋區大豐里忠孝路48巷36號,"25.00051,121.46094",B01,289,板橋分局,
金富天廈社區,D102000249,福德里,新北市板橋區福德里忠孝路263號,"25.003089,121.46697",B01,1514,板橋分局,
新站國寶,D102000251,後埔里,新北市板橋區後埔里重慶路93巷26號,"25.00581,121.46309",B03,1075,板橋分局,
國泰晶華社區,D102000252,福祿里,新北市板橋區福祿里國泰街75巷29號,"25.005513,121.46798",B02,806,板橋分局,
