COUNTY_ID,COUNTY,TOWN_ID,TOWN,H_CNT,P_CNT,M_CNT,F_CNT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,戶數,人口數,男性人口數,女性人口數,資料時間
10002,宜蘭縣,10002100,三星鄉,8448,21422,11540,9882,"105Y12M"
10002,宜蘭縣,10002110,大同鄉,1886,6083,3297,2786,"105Y12M"
10002,宜蘭縣,10002090,五結鄉,14719,39657,20533,19124,"105Y12M"
10002,宜蘭縣,10002080,冬山鄉,19099,53327,27395,25932,"105Y12M"
10002,宜蘭縣,10002060,壯圍鄉,8713,24236,12831,11405,"105Y12M"
10002,宜蘭縣,10002010,宜蘭市,35961,95907,46836,49071,"105Y12M"
10002,宜蘭縣,10002120,南澳鄉,1928,5938,3113,2825,"105Y12M"
10002,宜蘭縣,10002070,員山鄉,11656,32376,17159,15217,"105Y12M"
10002,宜蘭縣,10002040,頭城鎮,10208,29666,15293,14373,"105Y12M"
10002,宜蘭縣,10002050,礁溪鄉,13871,35948,18730,17218,"105Y12M"
10002,宜蘭縣,10002020,羅東鎮,26278,72485,34379,38106,"105Y12M"
10002,宜蘭縣,10002030,蘇澳鎮,14149,40493,20616,19877,"105Y12M"
10015,花蓮縣,10015030,玉里鎮,8891,24740,13176,11564,"105Y12M"
10015,花蓮縣,10015070,光復鄉,5041,13032,6933,6099,"105Y12M"
10015,花蓮縣,10015050,吉安鄉,31766,83656,42249,41407,"105Y12M"
10015,花蓮縣,10015110,秀林鄉,4779,15796,8142,7654,"105Y12M"
10015,花蓮縣,10015130,卓溪鄉,1688,6036,3297,2739,"105Y12M"
10015,花蓮縣,10015010,花蓮市,41465,105034,50778,54256,"105Y12M"
10015,花蓮縣,10015100,富里鄉,4007,10557,5737,4820,"105Y12M"
10015,花蓮縣,10015040,新城鄉,7678,20274,10443,9831,"105Y12M"
10015,花蓮縣,10015090,瑞穗鄉,4730,11757,6343,5414,"105Y12M"
10015,花蓮縣,10015120,萬榮鄉,2090,6440,3399,3041,"105Y12M"
10015,花蓮縣,10015060,壽豐鄉,7114,18146,9675,8471,"105Y12M"
10015,花蓮縣,10015020,鳳林鎮,4395,11004,5729,5275,"105Y12M"
10015,花蓮縣,10015080,豐濱鄉,1717,4439,2474,1965,"105Y12M"
09020,金門縣,09020020,金沙鎮,6243,20312,10051,10261,"105Y12M"
09020,金門縣,09020010,金城鎮,12764,42726,21345,21381,"105Y12M"
09020,金門縣,09020030,金湖鎮,8732,28833,14528,14305,"105Y12M"
09020,金門縣,09020040,金寧鄉,8302,30006,15135,14871,"105Y12M"
09020,金門縣,09020050,烈嶼鄉,3102,12568,6183,6385,"105Y12M"
09020,金門縣,09020060,烏坵鄉,133,669,330,339,"105Y12M"
10008,南投縣,10008080,中寮鄉,5649,15083,8197,6886,"105Y12M"
10008,南投縣,10008130,仁愛鄉,4932,15709,8122,7587,"105Y12M"
10008,南投縣,10008110,水里鄉,7162,18015,9443,8572,"105Y12M"
10008,南投縣,10008060,名間鄉,12618,39220,20618,18602,"105Y12M"
10008,南投縣,10008040,竹山鎮,20048,55493,28509,26984,"105Y12M"
10008,南投縣,10008120,信義鄉,5236,16381,8773,7608,"105Y12M"
10008,南投縣,10008010,南投市,34639,100960,50613,50347,"105Y12M"
10008,南投縣,10008020,埔里鎮,28993,81574,40785,40789,"105Y12M"
10008,南投縣,10008030,草屯鎮,33011,98431,49773,48658,"105Y12M"
10008,南投縣,10008100,國姓鄉,7303,19098,10320,8778,"105Y12M"
10008,南投縣,10008090,魚池鄉,5749,16154,8494,7660,"105Y12M"
10008,南投縣,10008070,鹿谷鄉,7818,18010,9598,8412,"105Y12M"
10008,南投縣,10008050,集集鎮,4308,11035,5745,5290,"105Y12M"
10013,屏東縣,10013080,九如鄉,6940,22083,11431,10652,"105Y12M"
10013,屏東縣,10013260,三地門鄉,2306,7662,3863,3799,"105Y12M"
10013,屏東縣,10013130,內埔鄉,18564,55181,28530,26651,"105Y12M"
10013,屏東縣,10013140,竹田鄉,5640,17351,9190,8161,"105Y12M"
10013,屏東縣,10013330,牡丹鄉,1888,4853,2489,2364,"105Y12M"
10013,屏東縣,10013230,車城鄉,3480,8741,4707,4034,"105Y12M"
10013,屏東縣,10013090,里港鄉,8182,26995,13721,13274,"105Y12M"
10013,屏東縣,10013210,佳冬鄉,6988,19689,10228,9461,"105Y12M"
10013,屏東縣,10013300,來義鄉,2233,7494,3808,3686,"105Y12M"
10013,屏東縣,10013250,枋山鄉,2117,5535,2950,2585,"105Y12M"
10013,屏東縣,10013160,枋寮鄉,8527,24826,13023,11803,"105Y12M"
10013,屏東縣,10013030,東港鎮,16636,48097,24338,23759,"105Y12M"
10013,屏東縣,10013190,林邊鄉,6782,18317,9395,8922,"105Y12M"
10013,屏東縣,10013060,長治鄉,10098,30159,15702,14457,"105Y12M"
10013,屏東縣,10013200,南州鄉,3720,10808,5533,5275,"105Y12M"
10013,屏東縣,10013010,屏東市,73990,201644,99882,101762,"105Y12M"
10013,屏東縣,10013040,恆春鎮,11514,30783,15770,15013,"105Y12M"
10013,屏東縣,10013310,春日鄉,1367,4855,2499,2356,"105Y12M"
10013,屏東縣,10013180,崁頂鄉,4477,15916,8070,7846,"105Y12M"
10013,屏東縣,10013290,泰武鄉,1331,5262,2763,2499,"105Y12M"
10013,屏東縣,10013220,琉球鄉,4432,12423,6834,5589,"105Y12M"
10013,屏東縣,10013110,高樹鄉,9320,24882,13245,11637,"105Y12M"
10013,屏東縣,10013150,新埤鄉,3424,9927,5275,4652,"105Y12M"
10013,屏東縣,10013170,新園鄉,11781,35680,18492,17188,"105Y12M"
