COUNTY_ID,COUNTY,TOWN_ID,TOWN,H_CNT,P_CNT,M_CNT,F_CNT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,戶數,人口數,男性人口數,女性人口數,資料時間
65000,新北市,65000010,板橋區,204899,555914,272300,283614,"103Y12M"
65000,新北市,65000020,三重區,147402,389325,192412,196913,"103Y12M"
65000,新北市,65000030,中和區,162378,415226,202986,212240,"103Y12M"
65000,新北市,65000040,永和區,90687,227267,108243,119024,"103Y12M"
65000,新北市,65000050,新莊區,147092,411711,201987,209724,"103Y12M"
65000,新北市,65000060,新店區,122810,299730,145091,154639,"103Y12M"
65000,新北市,65000070,樹林區,65057,184167,92148,92019,"103Y12M"
65000,新北市,65000080,鶯歌區,29201,89075,44603,44472,"103Y12M"
65000,新北市,65000090,三峽區,40345,111588,56280,55308,"103Y12M"
65000,新北市,65000100,淡水區,68253,158953,76614,82339,"103Y12M"
65000,新北市,65000110,汐止區,84229,195140,95721,99419,"103Y12M"
65000,新北市,65000120,瑞芳區,16088,41315,20859,20456,"103Y12M"
65000,新北市,65000130,土城區,85549,239270,118591,120679,"103Y12M"
65000,新北市,65000140,蘆洲區,68922,199750,98311,101439,"103Y12M"
65000,新北市,65000150,五股區,29305,82255,41533,40722,"103Y12M"
65000,新北市,65000160,泰山區,27668,78370,39032,39338,"103Y12M"
65000,新北市,65000170,林口區,37840,97645,47815,49830,"103Y12M"
65000,新北市,65000180,深坑區,9330,23636,11861,11775,"103Y12M"
65000,新北市,65000190,石碇區,3368,7864,4329,3535,"103Y12M"
65000,新北市,65000200,坪林區,2478,6455,3603,2852,"103Y12M"
65000,新北市,65000210,三芝區,9279,23480,12085,11395,"103Y12M"
65000,新北市,65000220,石門區,4283,12733,6627,6106,"103Y12M"
65000,新北市,65000230,八里區,13764,37187,18613,18574,"103Y12M"
65000,新北市,65000240,平溪區,2351,4954,2726,2228,"103Y12M"
65000,新北市,65000250,雙溪區,3842,9450,5073,4377,"103Y12M"
65000,新北市,65000260,貢寮區,4434,13115,6718,6397,"103Y12M"
65000,新北市,65000270,金山區,7003,22400,11099,11301,"103Y12M"
65000,新北市,65000280,萬里區,7369,22678,11417,11261,"103Y12M"
65000,新北市,65000290,烏來區,1792,6165,3062,3103,"103Y12M"
63000,臺北市,63000010,松山區,80073,210473,99430,111043,"103Y12M"
63000,臺北市,63000020,信義區,89181,229657,110182,119475,"103Y12M"
63000,臺北市,63000030,大安區,120178,313693,146903,166790,"103Y12M"
63000,臺北市,63000040,中山區,98324,230496,107664,122832,"103Y12M"
63000,臺北市,63000050,中正區,65087,163388,78158,85230,"103Y12M"
63000,臺北市,63000060,大同區,51164,130973,64003,66970,"103Y12M"
63000,臺北市,63000070,萬華區,78157,194715,96205,98510,"103Y12M"
63000,臺北市,63000080,文山區,103299,273921,131932,141989,"103Y12M"
63000,臺北市,63000090,南港區,45863,121257,59213,62044,"103Y12M"
63000,臺北市,63000100,內湖區,105416,285767,136922,148845,"103Y12M"
63000,臺北市,63000110,士林區,105568,290455,140510,149945,"103Y12M"
63000,臺北市,63000120,北投區,95092,257520,124514,133006,"103Y12M"
66000,臺中市,66000010,中區,7848,19323,9602,9721,"103Y12M"
66000,臺中市,66000020,東區,27086,74922,37454,37468,"103Y12M"
66000,臺中市,66000030,南區,45952,120128,57959,62169,"103Y12M"
66000,臺中市,66000040,西區,44725,115731,55101,60630,"103Y12M"
66000,臺中市,66000050,北區,58247,147471,70976,76495,"103Y12M"
66000,臺中市,66000060,西屯區,80619,218540,105264,113276,"103Y12M"
66000,臺中市,66000070,南屯區,58370,161906,77793,84113,"103Y12M"
66000,臺中市,66000080,北屯區,91950,259742,125321,134421,"103Y12M"
66000,臺中市,66000090,豐原區,52173,166458,82444,84014,"103Y12M"
66000,臺中市,66000100,東勢區,17241,51485,26611,24874,"103Y12M"
66000,臺中市,66000110,大甲區,22522,77607,39239,38368,"103Y12M"
66000,臺中市,66000120,清水區,26032,85957,44233,41724,"103Y12M"
66000,臺中市,66000130,沙鹿區,27099,87742,44559,43183,"103Y12M"
66000,臺中市,66000140,梧棲區,16839,56643,28530,28113,"103Y12M"
66000,臺中市,66000150,后里區,15439,54106,27581,26525,"103Y12M"
66000,臺中市,66000160,神岡區,18694,64956,33287,31669,"103Y12M"
66000,臺中市,66000170,潭子區,34709,105165,52196,52969,"103Y12M"
66000,臺中市,66000180,大雅區,27921,92628,46393,46235,"103Y12M"
66000,臺中市,66000190,新社區,7476,25242,13138,12104,"103Y12M"
66000,臺中市,66000200,石岡區,4899,15405,8010,7395,"103Y12M"
66000,臺中市,66000210,外埔區,9291,31800,16349,15451,"103Y12M"
66000,臺中市,66000220,大安區,5355,19654,10361,9293,"103Y12M"
66000,臺中市,66000230,烏日區,22635,71520,36100,35420,"103Y12M"
66000,臺中市,66000240,大肚區,16677,56364,28867,27497,"103Y12M"
66000,臺中市,66000250,龍井區,22033,76164,38606,37558,"103Y12M"
66000,臺中市,66000260,霧峰區,19562,64496,32925,31571,"103Y12M"
66000,臺中市,66000270,太平區,59914,181537,90485,91052,"103Y12M"
66000,臺中市,66000280,大里區,66583,206318,101818,104500,"103Y12M"
66000,臺中市,66000290,和平區,4414,10825,5808,5017,"103Y12M"
67000,臺南市,67000010,新營區,28426,78231,38800,39431,"103Y12M"
67000,臺南市,67000020,鹽水區,10065,26322,13740,12582,"103Y12M"
67000,臺南市,67000030,白河區,10978,29731,15569,14162,"103Y12M"
67000,臺南市,67000040,柳營區,7843,21828,11376,10452,"103Y12M"
67000,臺南市,67000050,後壁區,8887,24589,12805,11784,"103Y12M"
67000,臺南市,67000060,東山區,8282,21920,11627,10293,"103Y12M"
67000,臺南市,67000070,麻豆區,15450,45067,22912,22155,"103Y12M"
67000,臺南市,67000080,下營區,9111,25068,12919,12149,"103Y12M"
67000,臺南市,67000090,六甲區,7715,22832,11820,11012,"103Y12M"
67000,臺南市,67000100,官田區,7796,21706,11100,10606,"103Y12M"
